Wetland 12 reformated for r script,,,
no.,DateTime,Level_20220442,TEMPERATURE
515,6/12/2022 21:00,65.73871572,7.122
516,6/12/2022 21:15,65.74851986,7.129
517,6/12/2022 21:30,65.76126524,7.137
518,6/12/2022 21:45,65.77793228,7.145
519,6/12/2022 22:00,65.77793228,7.153
520,6/12/2022 22:15,65.76714772,7.162
521,6/12/2022 22:30,65.76910855,7.17
522,6/12/2022 22:45,65.77008897,7.178
523,6/12/2022 23:00,65.76616731,7.187
524,6/12/2022 23:15,65.75734358,7.195
525,6/12/2022 23:30,65.74851986,7.203
526,6/12/2022 23:45,65.73087241,7.21
527,6/13/2022 0:00,65.73087241,7.217
528,6/13/2022 0:15,65.72204868,7.224
529,6/13/2022 0:30,65.71518578,7.231
530,6/13/2022 0:45,65.70440123,7.237
531,6/13/2022 1:00,65.69949916,7.243
532,6/13/2022 1:15,65.68577337,7.249
533,6/13/2022 1:30,65.67204757,7.254
534,6/13/2022 1:45,65.66420426,7.259
535,6/13/2022 2:00,65.65538053,7.263
536,6/13/2022 2:15,65.63969391,7.267
537,6/13/2022 2:30,65.62988977,7.27
538,6/13/2022 2:45,65.62204646,7.273
539,6/13/2022 3:00,65.61910522,7.276
540,6/13/2022 3:15,65.61028149,7.277
541,6/13/2022 3:30,65.6034186,7.279
542,6/13/2022 3:45,65.59263404,7.281
543,6/13/2022 4:00,65.59851653,7.281
544,6/13/2022 4:15,65.59753611,7.282
545,6/13/2022 4:30,65.60537942,7.282
546,6/13/2022 4:45,65.60832067,7.281
547,6/13/2022 5:00,65.61126191,7.28
548,6/13/2022 5:15,65.61616398,7.279
549,6/13/2022 5:30,65.63773308,7.277
550,6/13/2022 5:45,65.62890936,7.275
551,6/13/2022 6:00,65.64557639,7.273
552,6/13/2022 6:15,65.64753722,7.27
553,6/13/2022 6:30,65.66126302,7.268
554,6/13/2022 6:45,65.67989088,7.264
555,6/13/2022 7:00,65.68871461,7.261
556,6/13/2022 7:15,65.70342082,7.257
557,6/13/2022 7:30,65.70734247,7.254
558,6/13/2022 7:45,65.71812703,7.248
559,6/13/2022 8:00,65.7161662,7.245
560,6/13/2022 8:15,65.73871572,7.24
561,6/13/2022 8:30,65.74753944,7.235
562,6/13/2022 8:45,65.76224565,7.23
563,6/13/2022 9:00,65.76812814,7.224
564,6/13/2022 9:15,65.77008897,7.219
565,6/13/2022 9:30,65.77793228,7.214
566,6/13/2022 9:45,65.77597145,7.208
567,6/13/2022 10:00,65.77695186,7.202
568,6/13/2022 10:15,65.78283435,7.196
569,6/13/2022 10:30,65.77891269,7.19
570,6/13/2022 10:45,65.77499104,7.185
571,6/13/2022 11:00,65.77793228,7.178
572,6/13/2022 11:15,65.76126524,7.171
573,6/13/2022 11:30,65.75930441,7.166
574,6/13/2022 11:45,65.75538276,7.16
575,6/13/2022 12:00,65.75440234,7.155
576,6/13/2022 12:15,65.74950027,7.149
577,6/13/2022 12:30,65.7514611,7.143
578,6/13/2022 12:45,65.73479406,7.137
579,6/13/2022 13:00,65.72891158,7.133
580,6/13/2022 13:15,65.71910744,7.128
581,6/13/2022 13:30,65.70832289,7.122
582,6/13/2022 13:45,65.70832289,7.118
583,6/13/2022 14:00,65.69753833,7.114
584,6/13/2022 14:15,65.69165585,7.111
585,6/13/2022 14:30,65.67793005,7.107
586,6/13/2022 14:45,65.65636095,7.103
587,6/13/2022 15:00,65.64753722,7.101
588,6/13/2022 15:15,65.63969391,7.097
589,6/13/2022 15:30,65.62596812,7.096
590,6/13/2022 15:45,65.62694853,7.093
591,6/13/2022 16:00,65.61420315,7.092
592,6/13/2022 16:15,65.61322273,7.09
593,6/13/2022 16:30,65.61714439,7.09
594,6/13/2022 16:45,65.61616398,7.09
595,6/13/2022 17:00,65.6181248,7.09
596,6/13/2022 17:15,65.62596812,7.09
597,6/13/2022 17:30,65.62694853,7.091
598,6/13/2022 17:45,65.64263515,7.092
