"Plot Title: EC1"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20636125, SEN S/N: 20636125)","Full Range, μS/cm (LGR S/N: 20636125, SEN S/N: 20636125)","Temp, °C (LGR S/N: 20636125, SEN S/N: 20636125)","Coupler Detached (LGR S/N: 20636125)","End Of File (LGR S/N: 20636125)"
66,01/22/20 03:15:00 AM,15.4,13.3,9.06,,
67,01/22/20 03:30:00 AM,15.4,13.7,9.04,,
68,01/22/20 03:45:00 AM,15.4,13.7,9.00,,
69,01/22/20 04:00:00 AM,15.4,14.1,8.97,,
70,01/22/20 04:15:00 AM,15.5,14.1,8.95,,
71,01/22/20 04:30:00 AM,15.4,13.3,8.91,,
72,01/22/20 04:45:00 AM,15.4,14.1,8.91,,
73,01/22/20 05:00:00 AM,15.4,13.3,8.88,,
74,01/22/20 05:15:00 AM,15.4,13.7,8.85,,
75,01/22/20 05:30:00 AM,15.4,13.7,8.81,,
76,01/22/20 05:45:00 AM,15.4,13.3,8.76,,
77,01/22/20 06:00:00 AM,15.3,13.7,8.72,,
78,01/22/20 06:15:00 AM,15.4,14.1,8.68,,
79,01/22/20 06:30:00 AM,15.5,13.7,8.63,,
80,01/22/20 06:45:00 AM,15.4,14.1,8.61,,
81,01/22/20 07:00:00 AM,15.2,13.3,8.63,,
82,01/22/20 07:15:00 AM,14.9,13.0,8.68,,
83,01/22/20 07:30:00 AM,14.8,13.0,8.75,,
84,01/22/20 07:45:00 AM,14.8,13.0,8.88,,
85,01/22/20 08:00:00 AM,14.7,12.9,9.16,,
86,01/22/20 08:15:00 AM,14.9,12.9,9.45,,
87,01/22/20 08:30:00 AM,14.8,12.9,9.58,,
88,01/22/20 08:45:00 AM,14.7,12.9,9.70,,
89,01/22/20 09:00:00 AM,14.7,12.9,9.83,,
90,01/22/20 09:15:00 AM,14.8,12.9,10.40,,
91,01/22/20 09:30:00 AM,14.8,12.9,10.81,,
92,01/22/20 09:45:00 AM,14.8,12.9,10.85,,
93,01/22/20 10:00:00 AM,14.8,12.9,11.10,,
94,01/22/20 10:15:00 AM,15.0,13.3,11.26,,
95,01/22/20 10:30:00 AM,15.1,13.3,11.50,,
96,01/22/20 10:45:00 AM,15.0,13.3,11.74,,
97,01/22/20 11:00:00 AM,15.1,13.3,12.02,,
98,01/22/20 11:15:00 AM,15.2,13.3,12.40,,
99,01/22/20 11:30:00 AM,15.6,14.0,13.67,,
100,01/22/20 11:45:00 AM,15.8,14.0,14.69,,
101,01/22/20 12:00:00 PM,15.7,14.0,15.29,,
102,01/22/20 12:15:00 PM,15.7,14.0,15.45,,
103,01/22/20 12:30:00 PM,15.7,13.9,16.02,,
104,01/22/20 12:45:00 PM,15.3,13.2,15.87,,
105,01/22/20 01:00:00 PM,15.1,13.2,15.77,,
106,01/22/20 01:15:00 PM,15.2,13.2,15.82,,
107,01/22/20 01:30:00 PM,15.0,13.2,15.71,,
108,01/22/20 01:45:00 PM,15.5,13.6,16.03,,
109,01/22/20 02:00:00 PM,16.0,14.3,16.83,,
110,01/22/20 02:15:00 PM,16.1,14.3,17.38,,
111,01/22/20 02:30:00 PM,15.4,13.6,17.17,,
112,01/22/20 02:45:00 PM,15.9,13.9,17.30,,
113,01/22/20 03:00:00 PM,15.4,13.6,17.17,,
114,01/22/20 03:15:00 PM,15.4,13.6,16.87,,
115,01/22/20 03:30:00 PM,15.2,13.2,16.71,,
116,01/22/20 03:45:00 PM,15.0,13.2,16.51,,
117,01/22/20 04:00:00 PM,14.7,12.8,16.18,,
118,01/22/20 04:15:00 PM,14.6,12.8,15.86,,
119,01/22/20 04:30:00 PM,14.6,12.8,15.59,,
120,01/22/20 04:45:00 PM,14.6,12.8,15.30,,
121,01/22/20 05:00:00 PM,14.8,12.8,15.00,,
122,01/22/20 05:15:00 PM,14.6,12.5,14.77,,
123,01/22/20 05:30:00 PM,14.3,12.5,14.56,,
124,01/22/20 05:45:00 PM,14.2,12.1,14.30,,
125,01/22/20 06:00:00 PM,14.2,12.5,14.08,,
126,01/22/20 06:15:00 PM,14.1,12.5,13.86,,
127,01/22/20 06:30:00 PM,14.1,12.1,13.67,,
128,01/22/20 06:45:00 PM,13.9,12.1,13.49,,
129,01/22/20 07:00:00 PM,13.8,11.8,13.36,,
130,01/22/20 07:15:00 PM,13.8,11.8,13.22,,
131,01/22/20 07:30:00 PM,13.8,12.1,13.05,,
132,01/22/20 07:45:00 PM,13.8,12.1,12.93,,
133,01/22/20 08:00:00 PM,13.9,12.1,12.83,,
134,01/22/20 08:15:00 PM,13.9,12.1,12.69,,
135,01/22/20 08:30:00 PM,13.9,12.1,12.57,,
136,01/22/20 08:45:00 PM,13.8,12.1,12.40,,
137,01/22/20 09:00:00 PM,13.9,11.8,12.23,,
138,01/22/20 09:15:00 PM,14.0,12.1,12.08,,
139,01/22/20 09:30:00 PM,13.8,12.2,11.97,,
140,01/22/20 09:45:00 PM,13.8,11.8,11.87,,
141,01/22/20 10:00:00 PM,13.9,12.2,11.75,,
142,01/22/20 10:15:00 PM,13.9,12.2,11.70,,
143,01/22/20 10:30:00 PM,14.0,12.2,11.53,,
144,01/22/20 10:45:00 PM,14.0,12.2,11.50,,
145,01/22/20 11:00:00 PM,13.9,12.2,11.46,,
146,01/22/20 11:15:00 PM,14.0,12.2,11.40,,
147,01/22/20 11:30:00 PM,14.0,12.2,11.37,,
148,01/22/20 11:45:00 PM,13.9,12.2,11.29,,
149,01/23/20 12:00:00 AM,13.9,12.2,11.18,,
150,01/23/20 12:15:00 AM,13.9,12.2,11.06,,
151,01/23/20 12:30:00 AM,13.9,12.2,11.01,,
152,01/23/20 12:45:00 AM,13.9,12.2,10.97,,
153,01/23/20 01:00:00 AM,13.8,12.2,10.85,,
154,01/23/20 01:15:00 AM,13.8,12.2,10.67,,
155,01/23/20 01:30:00 AM,13.8,12.2,10.57,,
156,01/23/20 01:45:00 AM,13.8,12.2,10.57,,
157,01/23/20 02:00:00 AM,13.8,12.2,10.59,,
158,01/23/20 02:15:00 AM,13.8,12.2,10.59,,
159,01/23/20 02:30:00 AM,13.8,12.2,10.55,,
160,01/23/20 02:45:00 AM,13.9,12.2,10.52,,
161,01/23/20 03:00:00 AM,13.9,11.8,10.51,,
162,01/23/20 03:15:00 AM,13.9,12.2,10.46,,
163,01/23/20 03:30:00 AM,13.9,12.2,10.42,,
164,01/23/20 03:45:00 AM,13.9,12.2,10.39,,
165,01/23/20 04:00:00 AM,14.1,12.6,10.35,,
166,01/23/20 04:15:00 AM,14.1,12.2,10.31,,
167,01/23/20 04:30:00 AM,14.2,12.2,10.26,,
168,01/23/20 04:45:00 AM,14.1,12.6,10.22,,
169,01/23/20 05:00:00 AM,14.1,12.2,10.18,,
170,01/23/20 05:15:00 AM,14.2,12.2,10.15,,
171,01/23/20 05:30:00 AM,14.1,12.2,10.11,,
172,01/23/20 05:45:00 AM,14.2,12.6,10.07,,
173,01/23/20 06:00:00 AM,14.2,12.2,10.03,,
174,01/23/20 06:15:00 AM,14.2,12.6,10.00,,
175,01/23/20 06:30:00 AM,14.1,12.2,9.90,,
176,01/23/20 06:45:00 AM,14.1,12.2,9.78,,
177,01/23/20 07:00:00 AM,14.1,12.2,9.74,,
178,01/23/20 07:15:00 AM,14.1,12.2,9.66,,
179,01/23/20 07:30:00 AM,14.1,12.2,9.63,,
180,01/23/20 07:45:00 AM,14.3,12.9,9.77,,
181,01/23/20 08:00:00 AM,14.6,12.9,9.94,,
182,01/23/20 08:15:00 AM,14.6,12.9,10.18,,
183,01/23/20 08:30:00 AM,14.8,12.9,10.48,,
184,01/23/20 08:45:00 AM,15.0,12.9,10.81,,
185,01/23/20 09:00:00 AM,15.1,13.7,11.24,,
186,01/23/20 09:15:00 AM,15.2,13.3,11.67,,
187,01/23/20 09:30:00 AM,15.3,14.0,12.19,,
188,01/23/20 09:45:00 AM,15.3,13.6,12.73,,
189,01/23/20 10:00:00 AM,15.5,14.0,13.33,,
190,01/23/20 10:15:00 AM,15.6,14.0,13.87,,
191,01/23/20 10:30:00 AM,15.6,14.0,14.51,,
192,01/23/20 10:45:00 AM,15.6,14.0,15.08,,
193,01/23/20 11:00:00 AM,15.3,13.2,15.14,,
194,01/23/20 11:15:00 AM,15.3,13.6,14.97,,
195,01/23/20 11:30:00 AM,15.3,13.6,15.06,,
196,01/23/20 11:45:00 AM,15.4,13.6,14.95,,
197,01/23/20 12:00:00 PM,15.3,14.0,14.92,,
198,01/23/20 12:15:00 PM,15.3,13.2,14.72,,
199,01/23/20 12:30:00 PM,15.1,13.2,14.44,,
200,01/23/20 12:45:00 PM,14.8,12.9,14.12,,
201,01/23/20 01:00:00 PM,14.8,12.9,13.94,,
202,01/23/20 01:15:00 PM,14.7,12.9,13.83,,
203,01/23/20 01:30:00 PM,14.8,12.9,14.04,,
204,01/23/20 01:45:00 PM,15.0,13.2,14.93,,
205,01/23/20 02:00:00 PM,14.9,13.2,15.49,,
206,01/23/20 02:15:00 PM,14.8,12.8,15.83,,
207,01/23/20 02:30:00 PM,14.7,12.8,15.98,,
208,01/23/20 02:45:00 PM,14.5,12.5,16.03,,
209,01/23/20 03:00:00 PM,14.5,12.5,16.20,,
210,01/23/20 03:15:00 PM,14.3,12.5,16.12,,
211,01/23/20 03:30:00 PM,14.3,12.5,16.00,,
212,01/23/20 03:45:00 PM,14.3,12.5,16.00,,
213,01/23/20 04:00:00 PM,14.1,12.5,15.97,,
214,01/23/20 04:15:00 PM,14.0,12.1,15.87,,
215,01/23/20 04:30:00 PM,14.0,12.1,15.73,,
216,01/23/20 04:45:00 PM,14.0,12.1,15.57,,
217,01/23/20 05:00:00 PM,13.8,12.5,15.40,,
218,01/23/20 05:15:00 PM,13.8,12.1,15.18,,
219,01/23/20 05:30:00 PM,13.7,12.1,14.85,,
220,01/23/20 05:45:00 PM,13.6,12.1,14.56,,
221,01/23/20 06:00:00 PM,13.6,12.1,14.18,,
222,01/23/20 06:15:00 PM,13.6,12.1,13.89,,
223,01/23/20 06:30:00 PM,13.6,12.1,13.63,,
224,01/23/20 06:45:00 PM,13.7,12.1,13.34,,
225,01/23/20 07:00:00 PM,13.6,12.1,13.16,,
226,01/23/20 07:15:00 PM,13.6,12.1,12.99,,
227,01/23/20 07:30:00 PM,13.8,12.1,12.77,,
228,01/23/20 07:45:00 PM,13.9,12.1,12.52,,
229,01/23/20 08:00:00 PM,14.2,12.5,12.35,,
230,01/23/20 08:15:00 PM,14.1,12.1,12.14,,
231,01/23/20 08:30:00 PM,14.0,12.2,11.99,,
232,01/23/20 08:45:00 PM,13.8,12.2,11.97,,
233,01/23/20 09:00:00 PM,13.7,12.2,11.98,,
234,01/23/20 09:15:00 PM,13.8,12.2,11.97,,
235,01/23/20 09:30:00 PM,13.9,12.2,11.91,,
236,01/23/20 09:45:00 PM,14.1,12.2,11.82,,
237,01/23/20 10:00:00 PM,14.0,12.2,11.70,,
238,01/23/20 10:15:00 PM,13.7,12.2,11.58,,
239,01/23/20 10:30:00 PM,13.7,12.2,11.40,,
240,01/23/20 10:45:00 PM,13.7,12.2,11.26,,
241,01/23/20 11:00:00 PM,13.6,12.2,11.22,,
242,01/23/20 11:15:00 PM,13.6,12.2,11.18,,
243,01/23/20 11:30:00 PM,13.7,12.2,11.17,,
244,01/23/20 11:45:00 PM,13.8,12.2,11.10,,
245,01/24/20 12:00:00 AM,13.7,12.2,11.02,,
246,01/24/20 12:15:00 AM,13.8,12.2,11.00,,
247,01/24/20 12:30:00 AM,13.9,12.2,10.97,,
248,01/24/20 12:45:00 AM,14.0,12.2,10.97,,
249,01/24/20 01:00:00 AM,14.1,12.2,10.97,,
250,01/24/20 01:15:00 AM,14.1,12.2,10.95,,
251,01/24/20 01:30:00 AM,14.1,12.2,10.89,,
252,01/24/20 01:45:00 AM,14.4,12.5,10.80,,
253,01/24/20 02:00:00 AM,14.3,12.9,10.69,,
254,01/24/20 02:15:00 AM,14.1,12.2,10.61,,
255,01/24/20 02:30:00 AM,14.1,12.2,10.63,,
256,01/24/20 02:45:00 AM,14.1,12.2,10.60,,
257,01/24/20 03:00:00 AM,14.1,12.2,10.56,,
258,01/24/20 03:15:00 AM,13.9,12.2,10.55,,
259,01/24/20 03:30:00 AM,13.9,12.2,10.51,,
260,01/24/20 03:45:00 AM,13.8,12.2,10.47,,
261,01/24/20 04:00:00 AM,13.7,12.2,10.43,,
262,01/24/20 04:15:00 AM,13.6,12.2,10.36,,
263,01/24/20 04:30:00 AM,13.6,12.2,10.34,,
264,01/24/20 04:45:00 AM,13.6,12.2,10.27,,
265,01/24/20 05:00:00 AM,13.4,11.8,10.19,,
266,01/24/20 05:15:00 AM,13.4,11.8,10.08,,
267,01/24/20 05:30:00 AM,13.3,11.8,9.97,,
268,01/24/20 05:45:00 AM,13.2,11.8,9.85,,
269,01/24/20 06:00:00 AM,13.1,11.8,9.75,,
270,01/24/20 06:15:00 AM,13.1,11.8,9.59,,
271,01/24/20 06:30:00 AM,12.9,11.8,9.48,,
272,01/24/20 06:45:00 AM,12.9,11.4,9.46,,
273,01/24/20 07:00:00 AM,12.9,11.8,9.51,,
274,01/24/20 07:15:00 AM,12.9,11.8,9.55,,
275,01/24/20 07:30:00 AM,13.0,11.8,9.65,,
276,01/24/20 07:45:00 AM,13.1,11.8,9.74,,
277,01/24/20 08:00:00 AM,13.1,11.8,9.83,,
278,01/24/20 08:15:00 AM,13.2,11.8,10.04,,
279,01/24/20 08:30:00 AM,13.3,11.8,10.31,,
280,01/24/20 08:45:00 AM,13.3,11.8,10.64,,
281,01/24/20 09:00:00 AM,13.5,11.8,11.02,,
282,01/24/20 09:15:00 AM,13.5,12.2,11.41,,
283,01/24/20 09:30:00 AM,13.4,11.8,11.66,,
284,01/24/20 09:45:00 AM,13.2,11.8,11.83,,
285,01/24/20 10:00:00 AM,13.2,11.8,11.98,,
286,01/24/20 10:15:00 AM,13.2,11.8,12.19,,
287,01/24/20 10:30:00 AM,13.2,11.8,12.34,,
288,01/24/20 10:45:00 AM,13.1,11.8,12.40,,
289,01/24/20 11:00:00 AM,13.1,11.8,12.52,,
290,01/24/20 11:15:00 AM,13.2,11.8,12.67,,
291,01/24/20 11:30:00 AM,13.2,11.8,12.87,,
292,01/24/20 11:45:00 AM,13.4,12.1,13.09,,
293,01/24/20 12:00:00 PM,13.7,12.1,13.40,,
294,01/24/20 12:15:00 PM,13.9,12.1,13.67,,
295,01/24/20 12:30:00 PM,13.9,12.1,13.97,,
296,01/24/20 12:45:00 PM,14.2,12.9,14.28,,
297,01/24/20 01:00:00 PM,14.5,12.9,14.52,,
298,01/24/20 01:15:00 PM,14.7,12.9,14.64,,
299,01/24/20 01:30:00 PM,14.8,12.9,14.64,,
300,01/24/20 01:45:00 PM,14.8,12.9,14.57,,
301,01/24/20 02:00:00 PM,14.8,13.2,14.44,,
302,01/24/20 02:15:00 PM,14.4,12.9,14.23,,
303,01/24/20 02:30:00 PM,14.6,12.9,14.07,,
304,01/24/20 02:45:00 PM,14.4,12.9,13.89,,
305,01/24/20 03:00:00 PM,15.2,13.3,11.78,,
306,01/24/20 03:15:00 PM,16.0,14.0,11.89,,
307,01/24/20 03:30:00 PM,16.1,14.0,12.06,,
308,01/24/20 03:45:00 PM,15.9,14.0,12.19,,
309,01/24/20 04:00:00 PM,16.2,14.4,12.24,,
310,01/24/20 04:15:00 PM,16.2,14.4,12.20,,
311,01/24/20 04:30:00 PM,16.1,14.0,12.16,,
312,01/24/20 04:45:00 PM,15.9,14.4,12.15,,
313,01/24/20 05:00:00 PM,15.9,14.0,12.16,,
314,01/24/20 05:15:00 PM,15.9,14.0,12.14,,
315,01/24/20 05:30:00 PM,15.9,14.0,12.07,,
316,01/24/20 05:45:00 PM,15.7,14.0,11.97,,
317,01/24/20 06:00:00 PM,15.7,14.0,11.87,,
318,01/24/20 06:15:00 PM,15.6,14.0,11.78,,
319,01/24/20 06:30:00 PM,15.6,14.0,11.69,,
320,01/24/20 06:45:00 PM,15.5,14.0,11.57,,
321,01/24/20 07:00:00 PM,15.5,13.7,11.44,,
322,01/24/20 07:15:00 PM,15.4,13.3,11.36,,
323,01/24/20 07:30:00 PM,15.4,13.7,11.29,,
324,01/24/20 07:45:00 PM,15.3,13.7,11.20,,
325,01/24/20 08:00:00 PM,15.3,13.3,11.08,,
326,01/24/20 08:15:00 PM,15.3,13.3,10.99,,
327,01/24/20 08:30:00 PM,15.3,13.3,10.92,,
328,01/24/20 08:45:00 PM,15.3,13.3,10.87,,
329,01/24/20 09:00:00 PM,15.3,13.3,10.80,,
330,01/24/20 09:15:00 PM,15.3,13.7,10.75,,
331,01/24/20 09:30:00 PM,15.2,13.3,10.71,,
332,01/24/20 09:45:00 PM,15.3,13.3,10.68,,
333,01/24/20 10:00:00 PM,15.2,13.3,10.59,,
334,01/24/20 10:15:00 PM,15.2,13.3,10.48,,
335,01/24/20 10:30:00 PM,15.2,13.3,10.39,,
336,01/24/20 10:45:00 PM,15.2,13.3,10.28,,
337,01/24/20 11:00:00 PM,15.2,13.3,10.18,,
338,01/24/20 11:15:00 PM,15.1,13.3,10.12,,
339,01/24/20 11:30:00 PM,15.2,13.3,10.08,,
340,01/24/20 11:45:00 PM,15.2,13.3,10.02,,
341,01/25/20 12:00:00 AM,15.2,13.7,9.98,,
342,01/25/20 12:15:00 AM,15.2,13.3,9.90,,
343,01/25/20 12:30:00 AM,15.1,13.3,9.81,,
344,01/25/20 12:45:00 AM,15.1,13.3,9.71,,
345,01/25/20 01:00:00 AM,15.1,13.3,9.57,,
346,01/25/20 01:15:00 AM,15.1,13.3,9.45,,
347,01/25/20 01:30:00 AM,14.9,12.9,9.32,,
348,01/25/20 01:45:00 AM,14.9,12.9,9.21,,
349,01/25/20 02:00:00 AM,14.9,12.9,9.12,,
350,01/25/20 02:15:00 AM,14.8,12.9,9.06,,
351,01/25/20 02:30:00 AM,14.8,12.9,9.02,,
352,01/25/20 02:45:00 AM,14.7,13.0,8.96,,
353,01/25/20 03:00:00 AM,14.6,13.0,8.89,,
354,01/25/20 03:15:00 AM,14.9,13.0,8.81,,
355,01/25/20 03:30:00 AM,14.7,13.0,8.76,,
356,01/25/20 03:45:00 AM,14.7,13.0,8.69,,
357,01/25/20 04:00:00 AM,14.7,12.6,8.63,,
358,01/25/20 04:15:00 AM,14.6,13.0,8.56,,
359,01/25/20 04:30:00 AM,14.6,13.0,8.47,,
360,01/25/20 04:45:00 AM,14.6,13.0,8.39,,
361,01/25/20 05:00:00 AM,14.7,13.0,8.34,,
362,01/25/20 05:15:00 AM,14.6,13.0,8.27,,
363,01/25/20 05:30:00 AM,14.4,12.6,8.19,,
364,01/25/20 05:45:00 AM,14.4,13.0,8.14,,
365,01/25/20 06:00:00 AM,14.3,12.6,8.11,,
366,01/25/20 06:15:00 AM,14.2,12.2,8.08,,
367,01/25/20 06:30:00 AM,14.0,12.2,8.04,,
368,01/25/20 06:45:00 AM,14.0,12.2,8.03,,
369,01/25/20 07:00:00 AM,13.9,12.2,8.00,,
370,01/25/20 07:15:00 AM,13.9,12.2,8.00,,
371,01/25/20 07:30:00 AM,13.9,12.2,8.07,,
372,01/25/20 07:45:00 AM,14.0,12.2,8.19,,
373,01/25/20 08:00:00 AM,14.1,12.2,8.40,,
374,01/25/20 08:15:00 AM,14.2,12.2,8.69,,
375,01/25/20 08:30:00 AM,14.3,12.6,9.01,,
376,01/25/20 08:45:00 AM,14.6,12.6,9.36,,
377,01/25/20 09:00:00 AM,14.6,12.9,9.74,,
378,01/25/20 09:15:00 AM,14.8,12.9,10.18,,
379,01/25/20 09:30:00 AM,15.0,13.3,10.71,,
380,01/25/20 09:45:00 AM,15.3,13.7,11.24,,
381,01/25/20 10:00:00 AM,15.5,13.6,11.81,,
382,01/25/20 10:15:00 AM,15.6,14.0,12.12,,
383,01/25/20 10:30:00 AM,15.5,13.6,12.11,,
384,01/25/20 10:45:00 AM,15.2,13.3,12.00,,
385,01/25/20 11:00:00 AM,15.2,13.3,11.90,,
386,01/25/20 11:15:00 AM,15.1,13.3,11.77,,
387,01/25/20 11:30:00 AM,15.1,13.3,11.79,,
388,01/25/20 11:45:00 AM,15.1,12.9,11.83,,
389,01/25/20 12:00:00 PM,15.0,13.3,11.81,,
390,01/25/20 12:15:00 PM,15.0,13.3,11.67,,
391,01/25/20 12:30:00 PM,14.9,12.9,11.45,,
392,01/25/20 12:45:00 PM,18.3,16.3,9.91,,
393,01/25/20 01:00:00 PM,15.4,14.1,8.75,,
394,01/25/20 01:15:00 PM,15.3,13.3,9.24,,
395,01/25/20 01:30:00 PM,15.4,13.7,9.57,,
396,01/25/20 01:45:00 PM,15.4,13.3,9.48,,
397,01/25/20 02:00:00 PM,15.4,14.1,9.59,,
398,01/25/20 02:15:00 PM,16.0,14.1,9.99,,
399,01/25/20 02:30:00 PM,16.0,14.0,10.72,,
400,01/25/20 02:45:00 PM,15.8,14.0,11.02,,
401,01/25/20 03:00:00 PM,16.0,14.0,11.29,,
402,01/25/20 03:15:00 PM,16.0,14.0,11.42,,
403,01/25/20 03:30:00 PM,15.8,14.0,11.28,,
404,01/25/20 03:45:00 PM,15.8,14.0,11.13,,
405,01/25/20 04:00:00 PM,15.6,14.0,10.99,,
406,01/25/20 04:15:00 PM,15.8,14.0,11.10,,
407,01/25/20 04:30:00 PM,15.5,14.0,10.99,,
408,01/25/20 04:45:00 PM,15.5,13.7,10.84,,
409,01/25/20 05:00:00 PM,15.3,13.7,10.73,,
410,01/25/20 05:15:00 PM,15.3,13.7,10.68,,
411,01/25/20 05:30:00 PM,15.3,13.7,10.59,,
412,01/25/20 05:45:00 PM,15.4,13.7,10.49,,
413,01/25/20 06:00:00 PM,15.3,14.0,10.42,,
414,01/25/20 06:15:00 PM,15.2,13.3,10.28,,
415,01/25/20 06:30:00 PM,15.1,12.9,10.16,,
416,01/25/20 06:45:00 PM,15.2,13.3,10.02,,
417,01/25/20 07:00:00 PM,15.2,13.3,9.93,,
418,01/25/20 07:15:00 PM,15.2,13.3,9.86,,
419,01/25/20 07:30:00 PM,15.3,13.7,9.82,,
420,01/25/20 07:45:00 PM,15.3,13.3,9.75,,
421,01/25/20 08:00:00 PM,15.3,13.3,9.71,,
422,01/25/20 08:15:00 PM,15.4,13.7,9.63,,
423,01/25/20 08:30:00 PM,15.4,13.7,9.55,,
424,01/25/20 08:45:00 PM,15.6,14.1,9.53,,
425,01/25/20 09:00:00 PM,15.6,14.1,9.46,,
426,01/25/20 09:15:00 PM,15.6,14.1,9.42,,
427,01/25/20 09:30:00 PM,15.6,14.1,9.37,,
428,01/25/20 09:45:00 PM,15.6,14.1,9.33,,
429,01/25/20 10:00:00 PM,15.6,14.1,9.29,,
430,01/25/20 10:15:00 PM,15.3,13.3,9.13,,
431,01/25/20 10:30:00 PM,15.1,13.3,9.04,,
432,01/25/20 10:45:00 PM,15.0,13.0,8.83,,
433,01/25/20 11:00:00 PM,14.9,13.0,8.57,,
434,01/25/20 11:15:00 PM,14.3,12.2,8.30,,
435,01/25/20 11:30:00 PM,14.3,13.0,7.98,,
436,01/25/20 11:45:00 PM,14.2,12.2,7.74,,
437,01/26/20 12:00:00 AM,14.3,12.6,7.70,,
438,01/26/20 12:15:00 AM,15.0,13.0,7.66,,
439,01/26/20 12:30:00 AM,14.9,13.0,7.63,,
440,01/26/20 12:45:00 AM,14.7,13.0,7.63,,
