"Plot Title: DO_3"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 20645538, SEN S/N: 20645538)","Temp, °F (LGR S/N: 20645538, SEN S/N: 20645538)","Coupler Detached (LGR S/N: 20645538)","Expired Sensor Cap (LGR S/N: 20645538)","Coupler Attached (LGR S/N: 20645538)","Host Connected (LGR S/N: 20645538)","Stopped (LGR S/N: 20645538)","End Of File (LGR S/N: 20645538)"
78,08/15/19 08:45:00 AM,8.81,32.97,,,,,,
79,08/15/19 09:00:00 AM,8.81,33.04,,,,,,
80,08/15/19 09:15:00 AM,8.80,33.12,,,,,,
81,08/15/19 09:30:00 AM,8.79,33.22,,,,,,
82,08/15/19 09:45:00 AM,8.78,33.33,,,,,,
83,08/15/19 10:00:00 AM,8.76,33.48,,,,,,
84,08/15/19 10:15:00 AM,8.74,33.62,,,,,,
85,08/15/19 10:30:00 AM,8.73,33.76,,,,,,
86,08/15/19 10:45:00 AM,8.70,33.98,,,,,,
87,08/15/19 11:00:00 AM,8.68,34.23,,,,,,
88,08/15/19 11:15:00 AM,8.65,34.38,,,,,,
89,08/15/19 11:30:00 AM,8.64,34.52,,,,,,
90,08/15/19 11:45:00 AM,8.62,34.66,,,,,,
91,08/15/19 12:00:00 PM,8.60,34.88,,,,,,
92,08/15/19 12:15:00 PM,8.57,35.10,,,,,,
93,08/15/19 12:30:00 PM,8.54,35.28,,,,,,
94,08/15/19 12:45:00 PM,8.52,35.42,,,,,,
95,08/15/19 01:00:00 PM,8.49,35.82,,,,,,
96,08/15/19 01:15:00 PM,8.41,36.39,,,,,,
97,08/15/19 01:30:00 PM,8.37,36.61,,,,,,
98,08/15/19 01:45:00 PM,8.37,36.57,,,,,,
99,08/15/19 02:00:00 PM,8.36,36.68,,,,,,
100,08/15/19 02:15:00 PM,8.33,37.11,,,,,,
101,08/15/19 02:30:00 PM,8.21,38.08,,,,,,
102,08/15/19 02:45:00 PM,8.08,38.95,,,,,,
103,08/15/19 03:00:00 PM,8.06,38.91,,,,,,
104,08/15/19 03:15:00 PM,8.09,38.66,,,,,,
105,08/15/19 03:30:00 PM,8.14,38.34,,,,,,
106,08/15/19 03:45:00 PM,8.16,38.08,,,,,,
107,08/15/19 04:00:00 PM,8.22,37.58,,,,,,
108,08/15/19 04:15:00 PM,8.30,36.97,,,,,,
109,08/15/19 04:30:00 PM,8.37,36.39,,,,,,
110,08/15/19 04:45:00 PM,8.44,35.96,,,,,,
111,08/15/19 05:00:00 PM,8.47,35.74,,,,,,
112,08/15/19 05:15:00 PM,8.49,35.67,,,,,,
113,08/15/19 05:30:00 PM,8.50,35.64,,,,,,
114,08/15/19 05:45:00 PM,8.49,35.71,,,,,,
115,08/15/19 06:00:00 PM,8.48,35.78,,,,,,
116,08/15/19 06:15:00 PM,8.49,35.67,,,,,,
117,08/15/19 06:30:00 PM,8.51,35.46,,,,,,
118,08/15/19 06:45:00 PM,8.55,35.13,,,,,,
119,08/15/19 07:00:00 PM,8.60,34.77,,,,,,
120,08/15/19 07:15:00 PM,8.64,34.45,,,,,,
121,08/15/19 07:30:00 PM,8.68,34.16,,,,,,
122,08/15/19 07:45:00 PM,8.72,33.84,,,,,,
123,08/15/19 08:00:00 PM,8.76,33.51,,,,,,
124,08/15/19 08:15:00 PM,8.80,33.33,,,,,,
125,08/15/19 08:30:00 PM,8.82,33.30,,,,,,
126,08/15/19 08:45:00 PM,8.82,33.30,,,,,,
127,08/15/19 09:00:00 PM,8.82,33.22,,,,,,
128,08/15/19 09:15:00 PM,8.84,33.15,,,,,,
129,08/15/19 09:30:00 PM,8.83,33.22,,,,,,
130,08/15/19 09:45:00 PM,8.82,33.37,,,,,,
131,08/15/19 10:00:00 PM,8.80,33.48,,,,,,
132,08/15/19 10:15:00 PM,8.79,33.51,,,,,,
133,08/15/19 10:30:00 PM,8.79,33.51,,,,,,
134,08/15/19 10:45:00 PM,8.79,33.48,,,,,,
135,08/15/19 11:00:00 PM,8.79,33.48,,,,,,
136,08/15/19 11:15:00 PM,8.79,33.51,,,,,,
137,08/15/19 11:30:00 PM,8.78,33.51,,,,,,
138,08/15/19 11:45:00 PM,8.78,33.51,,,,,,
139,08/16/19 12:00:00 AM,8.79,33.51,,,,,,
140,08/16/19 12:15:00 AM,8.79,33.48,,,,,,
141,08/16/19 12:30:00 AM,8.78,33.44,,,,,,
142,08/16/19 12:45:00 AM,8.79,33.44,,,,,,
143,08/16/19 01:00:00 AM,8.79,33.40,,,,,,
144,08/16/19 01:15:00 AM,8.80,33.37,,,,,,
145,08/16/19 01:30:00 AM,8.79,33.33,,,,,,
146,08/16/19 01:45:00 AM,8.79,33.30,,,,,,
147,08/16/19 02:00:00 AM,8.80,33.22,,,,,,
148,08/16/19 02:15:00 AM,8.81,33.19,,,,,,
149,08/16/19 02:30:00 AM,8.80,33.19,,,,,,
150,08/16/19 02:45:00 AM,8.80,33.22,,,,,,
151,08/16/19 03:00:00 AM,8.79,33.22,,,,,,
152,08/16/19 03:15:00 AM,8.79,33.22,,,,,,
153,08/16/19 03:30:00 AM,8.79,33.19,,,,,,
154,08/16/19 03:45:00 AM,8.80,33.15,,,,,,
155,08/16/19 04:00:00 AM,8.80,33.12,,,,,,
156,08/16/19 04:15:00 AM,8.80,33.08,,,,,,
157,08/16/19 04:30:00 AM,8.81,33.04,,,,,,
158,08/16/19 04:45:00 AM,8.81,33.01,,,,,,
159,08/16/19 05:00:00 AM,8.81,33.01,,,,,,
160,08/16/19 05:15:00 AM,8.81,33.01,,,,,,
161,08/16/19 05:30:00 AM,8.81,32.97,,,,,,
162,08/16/19 05:45:00 AM,8.82,32.94,,,,,,
163,08/16/19 06:00:00 AM,8.82,32.94,,,,,,
164,08/16/19 06:15:00 AM,8.83,32.94,,,,,,
165,08/16/19 06:30:00 AM,8.83,32.90,,,,,,
166,08/16/19 06:45:00 AM,8.83,32.90,,,,,,
167,08/16/19 07:00:00 AM,8.84,32.86,,,,,,
168,08/16/19 07:15:00 AM,8.84,32.83,,,,,,
169,08/16/19 07:30:00 AM,8.85,32.79,,,,,,
170,08/16/19 07:45:00 AM,8.86,32.76,,,,,,
171,08/16/19 08:00:00 AM,8.87,32.76,,,,,,
172,08/16/19 08:15:00 AM,8.87,32.76,,,,,,
173,08/16/19 08:30:00 AM,8.87,32.83,,,,,,
174,08/16/19 08:45:00 AM,8.86,32.94,,,,,,
175,08/16/19 09:00:00 AM,8.85,33.04,,,,,,
176,08/16/19 09:15:00 AM,8.84,33.22,,,,,,
177,08/16/19 09:30:00 AM,8.81,33.58,,,,,,
178,08/16/19 09:45:00 AM,8.76,33.91,,,,,,
179,08/16/19 10:00:00 AM,8.72,34.23,,,,,,
180,08/16/19 10:15:00 AM,8.69,34.56,,,,,,
181,08/16/19 10:30:00 AM,8.64,34.99,,,,,,
182,08/16/19 10:45:00 AM,8.58,35.46,,,,,,
183,08/16/19 11:00:00 AM,8.51,35.96,,,,,,
184,08/16/19 11:15:00 AM,8.45,36.54,,,,,,
185,08/16/19 11:30:00 AM,8.34,37.47,,,,,,
186,08/16/19 11:45:00 AM,8.19,38.73,,,,,,
187,08/16/19 12:00:00 PM,8.05,39.92,,,,,,
188,08/16/19 12:15:00 PM,7.93,40.96,,,,,,
189,08/16/19 12:30:00 PM,7.82,42.08,,,,,,
190,08/16/19 12:45:00 PM,7.66,43.34,,,,,,
191,08/16/19 01:00:00 PM,7.50,44.74,,,,,,
192,08/16/19 01:15:00 PM,7.31,46.29,,,,,,
193,08/16/19 01:30:00 PM,7.14,47.95,,,,,,
194,08/16/19 01:45:00 PM,6.99,49.28,,,,,,
195,08/16/19 02:00:00 PM,6.88,50.40,,,,,,
196,08/16/19 02:15:00 PM,6.81,51.15,,,,,,
197,08/16/19 02:30:00 PM,6.74,51.69,,,,,,
198,08/16/19 02:45:00 PM,6.72,51.84,,,,,,
199,08/16/19 03:00:00 PM,6.72,51.91,,,,,,
200,08/16/19 03:15:00 PM,6.71,51.98,,,,,,
201,08/16/19 03:30:00 PM,6.71,51.94,,,,,,
202,08/16/19 03:45:00 PM,6.73,51.62,,,,,,
203,08/16/19 04:00:00 PM,6.77,51.33,,,,,,
204,08/16/19 04:15:00 PM,6.80,51.08,,,,,,
205,08/16/19 04:30:00 PM,6.82,50.83,,,,,,
206,08/16/19 04:45:00 PM,6.85,50.58,,,,,,
207,08/16/19 05:00:00 PM,6.86,50.40,,,,,,
208,08/16/19 05:15:00 PM,6.88,50.18,,,,,,
209,08/16/19 05:30:00 PM,6.90,49.89,,,,,,
210,08/16/19 05:45:00 PM,6.93,49.57,,,,,,
211,08/16/19 06:00:00 PM,6.96,49.24,,,,,,
212,08/16/19 06:15:00 PM,6.98,48.96,,,,,,
213,08/16/19 06:30:00 PM,7.01,48.63,,,,,,
214,08/16/19 06:45:00 PM,7.05,48.31,,,,,,
215,08/16/19 07:00:00 PM,7.08,47.95,,,,,,
216,08/16/19 07:15:00 PM,7.12,47.59,,,,,,
217,08/16/19 07:30:00 PM,7.16,47.26,,,,,,
218,08/16/19 07:45:00 PM,7.18,46.94,,,,,,
219,08/16/19 08:00:00 PM,7.22,46.62,,,,,,
220,08/16/19 08:15:00 PM,7.24,46.33,,,,,,
221,08/16/19 08:30:00 PM,7.27,46.04,,,,,,
222,08/16/19 08:45:00 PM,7.30,45.79,,,,,,
223,08/16/19 09:00:00 PM,7.32,45.50,,,,,,
224,08/16/19 09:15:00 PM,7.35,45.28,,,,,,
225,08/16/19 09:30:00 PM,7.37,45.03,,,,,,
226,08/16/19 09:45:00 PM,7.39,44.82,,,,,,
227,08/16/19 10:00:00 PM,7.41,44.60,,,,,,
228,08/16/19 10:15:00 PM,7.45,44.38,,,,,,
229,08/16/19 10:30:00 PM,7.46,44.20,,,,,,
230,08/16/19 10:45:00 PM,7.48,44.02,,,,,,
231,08/16/19 11:00:00 PM,7.50,43.84,,,,,,
232,08/16/19 11:15:00 PM,7.51,43.66,,,,,,
233,08/16/19 11:30:00 PM,7.53,43.52,,,,,,
234,08/16/19 11:45:00 PM,7.54,43.34,,,,,,
235,08/17/19 12:00:00 AM,7.56,43.16,,,,,,
236,08/17/19 12:15:00 AM,7.58,42.94,,,,,,
237,08/17/19 12:30:00 AM,7.60,42.73,,,,,,
238,08/17/19 12:45:00 AM,7.63,42.55,,,,,,
239,08/17/19 01:00:00 AM,7.64,42.33,,,,,,
240,08/17/19 01:15:00 AM,7.67,42.12,,,,,,
241,08/17/19 01:30:00 AM,7.69,41.94,,,,,,
242,08/17/19 01:45:00 AM,7.71,41.76,,,,,,
243,08/17/19 02:00:00 AM,7.74,41.58,,,,,,
244,08/17/19 02:15:00 AM,7.75,41.47,,,,,,
245,08/17/19 02:30:00 AM,7.75,41.36,,,,,,
246,08/17/19 02:45:00 AM,7.76,41.29,,,,,,
247,08/17/19 03:00:00 AM,7.78,41.18,,,,,,
248,08/17/19 03:15:00 AM,7.80,41.11,,,,,,
249,08/17/19 03:30:00 AM,7.81,41.00,,,,,,
250,08/17/19 03:45:00 AM,7.82,40.96,,,,,,
251,08/17/19 04:00:00 AM,7.83,40.96,,,,,,
252,08/17/19 04:15:00 AM,7.83,40.89,,,,,,
253,08/17/19 04:30:00 AM,7.85,40.78,,,,,,
254,08/17/19 04:45:00 AM,7.87,40.68,,,,,,
255,08/17/19 05:00:00 AM,7.88,40.60,,,,,,
256,08/17/19 05:15:00 AM,7.90,40.50,,,,,,
257,08/17/19 05:30:00 AM,7.92,40.42,,,,,,
258,08/17/19 05:45:00 AM,7.93,40.39,,,,,,
259,08/17/19 06:00:00 AM,7.95,40.32,,,,,,
260,08/17/19 06:15:00 AM,7.96,40.24,,,,,,
261,08/17/19 06:30:00 AM,7.97,40.17,,,,,,
262,08/17/19 06:45:00 AM,7.98,40.06,,,,,,
263,08/17/19 07:00:00 AM,8.00,39.96,,,,,,
264,08/17/19 07:15:00 AM,8.00,39.92,,,,,,
265,08/17/19 07:30:00 AM,8.00,39.88,,,,,,
266,08/17/19 07:45:00 AM,8.01,39.88,,,,,,
267,08/17/19 08:00:00 AM,8.00,39.88,,,,,,
268,08/17/19 08:15:00 AM,8.00,39.92,,,,,,
269,08/17/19 08:30:00 AM,7.99,39.99,,,,,,
270,08/17/19 08:45:00 AM,7.97,40.14,,,,,,
271,08/17/19 09:00:00 AM,7.95,40.28,,,,,,
272,08/17/19 09:15:00 AM,7.92,40.42,,,,,,
273,08/17/19 09:30:00 AM,7.90,40.60,,,,,,
274,08/17/19 09:45:00 AM,7.88,40.82,,,,,,
275,08/17/19 10:00:00 AM,7.83,41.36,,,,,,
276,08/17/19 10:15:00 AM,7.74,42.01,,,,,,
277,08/17/19 10:30:00 AM,7.66,42.66,,,,,,
278,08/17/19 10:45:00 AM,7.58,43.34,,,,,,
279,08/17/19 11:00:00 AM,7.53,43.92,,,,,,
280,08/17/19 11:15:00 AM,7.46,44.46,,,,,,
281,08/17/19 11:30:00 AM,7.39,44.96,,,,,,
282,08/17/19 11:45:00 AM,7.34,45.50,,,,,,
283,08/17/19 12:00:00 PM,7.27,46.00,,,,,,
284,08/17/19 12:15:00 PM,7.23,46.47,,,,,,
285,08/17/19 12:30:00 PM,7.17,47.12,,,,,,
286,08/17/19 12:45:00 PM,7.08,47.91,,,,,,
287,08/17/19 01:00:00 PM,6.99,48.92,,,,,,
288,08/17/19 01:15:00 PM,6.88,49.96,,,,,,
289,08/17/19 01:30:00 PM,6.81,50.54,,,,,,
290,08/17/19 01:45:00 PM,6.77,50.83,,,,,,
291,08/17/19 02:00:00 PM,6.74,51.12,,,,,,
292,08/17/19 02:15:00 PM,6.69,51.55,,,,,,
293,08/17/19 02:30:00 PM,6.66,51.91,,,,,,
294,08/17/19 02:45:00 PM,6.63,52.16,,,,,,
295,08/17/19 03:00:00 PM,6.61,52.41,,,,,,
296,08/17/19 03:15:00 PM,6.57,52.81,,,,,,
297,08/17/19 03:30:00 PM,6.52,53.38,,,,,,
298,08/17/19 03:45:00 PM,6.48,53.78,,,,,,
299,08/17/19 04:00:00 PM,6.43,54.18,,,,,,
300,08/17/19 04:15:00 PM,6.40,54.50,,,,,,
301,08/17/19 04:30:00 PM,6.38,54.57,,,,,,
302,08/17/19 04:45:00 PM,6.38,54.61,,,,,,
303,08/17/19 05:00:00 PM,6.38,54.64,,,,,,
304,08/17/19 05:15:00 PM,6.40,54.36,,,,,,
305,08/17/19 05:30:00 PM,6.42,54.07,,,,,,
306,08/17/19 05:45:00 PM,6.46,53.82,,,,,,
307,08/17/19 06:00:00 PM,6.44,53.78,,,,,,
308,08/17/19 06:15:00 PM,6.46,53.60,,,,,,
309,08/17/19 06:30:00 PM,6.48,53.35,,,,,,
310,08/17/19 06:45:00 PM,6.51,53.06,,,,,,
311,08/17/19 07:00:00 PM,6.53,52.77,,,,,,
312,08/17/19 07:15:00 PM,6.56,52.34,,,,,,
313,08/17/19 07:30:00 PM,6.61,51.84,,,,,,
314,08/17/19 07:45:00 PM,6.65,51.33,,,,,,
315,08/17/19 08:00:00 PM,6.69,50.83,,,,,,
316,08/17/19 08:15:00 PM,6.74,50.40,,,,,,
317,08/17/19 08:30:00 PM,6.79,49.96,,,,,,
318,08/17/19 08:45:00 PM,6.83,49.50,,,,,,
319,08/17/19 09:00:00 PM,6.87,49.10,,,,,,
320,08/17/19 09:15:00 PM,6.90,48.78,,,,,,
321,08/17/19 09:30:00 PM,6.93,48.49,,,,,,
322,08/17/19 09:45:00 PM,6.95,48.27,,,,,,
323,08/17/19 10:00:00 PM,6.97,48.02,,,,,,
324,08/17/19 10:15:00 PM,6.99,47.84,,,,,,
325,08/17/19 10:30:00 PM,7.01,47.66,,,,,,
326,08/17/19 10:45:00 PM,7.03,47.44,,,,,,
327,08/17/19 11:00:00 PM,7.05,47.26,,,,,,
328,08/17/19 11:15:00 PM,7.07,47.12,,,,,,
329,08/17/19 11:30:00 PM,7.08,46.98,,,,,,
330,08/17/19 11:45:00 PM,7.09,46.83,,,,,,
331,08/18/19 12:00:00 AM,7.10,46.69,,,,,,
332,08/18/19 12:15:00 AM,7.13,46.58,,,,,,
333,08/18/19 12:30:00 AM,7.14,46.47,,,,,,
334,08/18/19 12:45:00 AM,7.16,46.33,,,,,,
335,08/18/19 01:00:00 AM,7.16,46.22,,,,,,
336,08/18/19 01:15:00 AM,7.17,46.15,,,,,,
337,08/18/19 01:30:00 AM,7.18,46.08,,,,,,
338,08/18/19 01:45:00 AM,7.19,45.97,,,,,,
339,08/18/19 02:00:00 AM,7.19,45.86,,,,,,
340,08/18/19 02:15:00 AM,7.21,45.79,,,,,,
341,08/18/19 02:30:00 AM,7.21,45.68,,,,,,
342,08/18/19 02:45:00 AM,7.22,45.57,,,,,,
343,08/18/19 03:00:00 AM,7.23,45.46,,,,,,
344,08/18/19 03:15:00 AM,7.24,45.32,,,,,,
345,08/18/19 03:30:00 AM,7.26,45.25,,,,,,
346,08/18/19 03:45:00 AM,7.27,45.10,,,,,,
347,08/18/19 04:00:00 AM,7.28,45.00,,,,,,
348,08/18/19 04:15:00 AM,7.29,44.85,,,,,,
349,08/18/19 04:30:00 AM,7.30,44.74,,,,,,
350,08/18/19 04:45:00 AM,7.31,44.64,,,,,,
351,08/18/19 05:00:00 AM,7.32,44.56,,,,,,
352,08/18/19 05:15:00 AM,7.33,44.46,,,,,,
353,08/18/19 05:30:00 AM,7.35,44.31,,,,,,
354,08/18/19 05:45:00 AM,7.35,44.20,,,,,,
355,08/18/19 06:00:00 AM,7.36,44.10,,,,,,
356,08/18/19 06:15:00 AM,7.37,43.99,,,,,,
357,08/18/19 06:30:00 AM,7.38,43.92,,,,,,
358,08/18/19 06:45:00 AM,7.40,43.81,,,,,,
359,08/18/19 07:00:00 AM,7.41,43.74,,,,,,
360,08/18/19 07:15:00 AM,7.41,43.63,,,,,,
361,08/18/19 07:30:00 AM,7.42,43.52,,,,,,
362,08/18/19 07:45:00 AM,7.45,43.45,,,,,,
363,08/18/19 08:00:00 AM,7.45,43.38,,,,,,
364,08/18/19 08:15:00 AM,7.47,43.30,,,,,,
365,08/18/19 08:30:00 AM,7.47,43.23,,,,,,
366,08/18/19 08:45:00 AM,7.48,43.20,,,,,,
367,08/18/19 09:00:00 AM,7.49,43.20,,,,,,
368,08/18/19 09:15:00 AM,7.49,43.16,,,,,,
369,08/18/19 09:30:00 AM,7.49,43.20,,,,,,
370,08/18/19 09:45:00 AM,7.49,43.27,,,,,,
371,08/18/19 10:00:00 AM,7.49,43.34,,,,,,
372,08/18/19 10:15:00 AM,7.48,43.45,,,,,,
373,08/18/19 10:30:00 AM,7.47,43.59,,,,,,
374,08/18/19 10:45:00 AM,7.45,43.84,,,,,,
375,08/18/19 11:00:00 AM,7.41,44.17,,,,,,
376,08/18/19 11:15:00 AM,7.36,44.64,,,,,,
377,08/18/19 11:30:00 AM,7.32,45.03,,,,,,
378,08/18/19 11:45:00 AM,7.28,45.50,,,,,,
379,08/18/19 12:00:00 PM,7.24,45.97,,,,,,
380,08/18/19 12:15:00 PM,7.18,46.58,,,,,,
381,08/18/19 12:30:00 PM,7.09,47.41,,,,,,
382,08/18/19 12:45:00 PM,6.99,48.49,,,,,,
383,08/18/19 01:00:00 PM,6.87,49.60,,,,,,
384,08/18/19 01:15:00 PM,6.79,50.50,,,,,,
385,08/18/19 01:30:00 PM,6.69,51.37,,,,,,
386,08/18/19 01:45:00 PM,6.64,51.76,,,,,,
387,08/18/19 02:00:00 PM,6.61,51.98,,,,,,
388,08/18/19 02:15:00 PM,6.63,51.87,,,,,,
389,08/18/19 02:30:00 PM,6.63,51.91,,,,,,
390,08/18/19 02:45:00 PM,6.63,51.94,,,,,,
391,08/18/19 03:00:00 PM,6.61,52.20,,,,,,
392,08/18/19 03:15:00 PM,6.56,52.70,,,,,,
393,08/18/19 03:30:00 PM,6.53,53.02,,,,,,
394,08/18/19 03:45:00 PM,6.50,53.28,,,,,,
395,08/18/19 04:00:00 PM,6.48,53.46,,,,,,
396,08/18/19 04:15:00 PM,6.47,53.60,,,,,,
397,08/18/19 04:30:00 PM,6.43,53.82,,,,,,
398,08/18/19 04:45:00 PM,6.44,53.53,,,,,,
399,08/18/19 05:00:00 PM,6.48,53.24,,,,,,
400,08/18/19 05:15:00 PM,6.48,53.31,,,,,,
401,08/18/19 05:30:00 PM,6.46,53.53,,,,,,
402,08/18/19 05:45:00 PM,6.44,53.53,,,,,,
403,08/18/19 06:00:00 PM,6.48,53.20,,,,,,
404,08/18/19 06:15:00 PM,6.50,52.81,,,,,,
405,08/18/19 06:30:00 PM,6.53,52.45,,,,,,
406,08/18/19 06:45:00 PM,6.58,51.98,,,,,,
407,08/18/19 07:00:00 PM,6.62,51.58,,,,,,
408,08/18/19 07:15:00 PM,6.65,51.19,,,,,,
409,08/18/19 07:30:00 PM,6.68,50.83,,,,,,
410,08/18/19 07:45:00 PM,6.71,50.43,,,,,,
411,08/18/19 08:00:00 PM,6.75,50.04,,,,,,
412,08/18/19 08:15:00 PM,6.81,49.64,,,,,,
413,08/18/19 08:30:00 PM,6.84,49.24,,,,,,
414,08/18/19 08:45:00 PM,6.87,48.92,,,,,,
415,08/18/19 09:00:00 PM,6.89,48.67,,,,,,
416,08/18/19 09:15:00 PM,6.91,48.45,,,,,,
417,08/18/19 09:30:00 PM,6.93,48.20,,,,,,
418,08/18/19 09:45:00 PM,6.96,47.95,,,,,,
419,08/18/19 10:00:00 PM,6.99,47.70,,,,,,
420,08/18/19 10:15:00 PM,7.02,47.48,,,,,,
421,08/18/19 10:30:00 PM,7.03,47.26,,,,,,
422,08/18/19 10:45:00 PM,7.05,47.05,,,,,,
423,08/18/19 11:00:00 PM,7.08,46.83,,,,,,
424,08/18/19 11:15:00 PM,7.10,46.62,,,,,,
425,08/18/19 11:30:00 PM,7.13,46.44,,,,,,
426,08/18/19 11:45:00 PM,7.15,46.26,,,,,,
427,08/19/19 12:00:00 AM,7.16,46.11,,,,,,
428,08/19/19 12:15:00 AM,7.18,46.00,,,,,,
429,08/19/19 12:30:00 AM,7.19,45.86,,,,,,
430,08/19/19 12:45:00 AM,7.20,45.75,,,,,,
431,08/19/19 01:00:00 AM,7.21,45.61,,,,,,
432,08/19/19 01:15:00 AM,7.23,45.46,,,,,,
433,08/19/19 01:30:00 AM,7.24,45.32,,,,,,
434,08/19/19 01:45:00 AM,7.24,45.21,,,,,,
435,08/19/19 02:00:00 AM,7.26,45.10,,,,,,
436,08/19/19 02:15:00 AM,7.26,45.03,,,,,,
437,08/19/19 02:30:00 AM,7.28,44.92,,,,,,
