"DateTime","AirPress_kpa","AirTemp_C","Stn01_WL_m","Stn01_WLTemp_C","Stn02_WL_m","Stn02_WLTemp_C","Stn03_WL_m","Stn03_WLTemp_C","Stn04_WL_m","Stn04_WLTemp_C","Stn05_WL_m","Stn05_WLTemp_C","Stn06_WL_m","Stn06_WLTemp_C"
2021-06-11 15:30:00,62.3947,8.054,0.1496133184,9.331,0.1423835036,10.259,0.2589374996,8.978,0.0773253675999998,9.176,0.4371845556,8.382,0.3758993836,8.382
2021-06-11 15:45:00,62.4043,8.054,0.1489097116,9.372,0.1437499284,10.259,0.2579585684,8.978,0.0776720723999998,9.176,0.438143092399999,8.581,0.3764500324,8.481
2021-06-11 16:00:00,62.4104,8.047,0.1491544444,9.391,0.142006207199999,10.259,0.257336539199999,8.978,0.0792934272,9.077,0.436705287199999,8.68,0.3749102552,8.581
2021-06-11 16:15:00,62.4129,8.038,0.1491646416,9.376,0.1428729692,10.259,0.2583052732,8.978,0.0775089172000001,8.978,0.437266133199999,8.581,0.3757770172,8.581
2021-06-11 16:30:00,62.4201,8.031,0.1489912892,9.342,0.1430565188,10.161,0.2573671308,8.879,0.0775904947999999,8.779,0.4369398228,8.382,0.3771842308,8.481
2021-06-11 16:45:00,62.4161,8.023,0.1487873452,9.294,0.1417308828,9.965,0.2601203748,8.779,0.0764688027999997,8.68,0.4365319348,8.182,0.3749408468,8.382
2021-06-11 17:00:00,62.4278,8.017,0.14811433,9.244,0.1422713344,9.768,0.2601509664,8.779,0.0749698143999999,8.581,0.4361546384,8.082,0.375583270400001,8.182
2021-06-11 17:15:00,62.4383,8.012,0.1480735412,9.199,0.1420164044,9.669,0.258876316400001,8.68,0.0762444644000002,8.481,0.4350839324,8.082,0.374206648400001,8.082
2021-06-11 17:30:00,62.4348,8.009,0.148073541199999,9.157,0.1420673904,9.571,0.2589273024,8.581,0.0775191143999997,8.382,0.4366644984,8.082,0.3769089064,8.082
2021-06-11 17:45:00,62.4387,8,0.1479409776,9.115,0.140140119600001,9.472,0.2595493316,8.481,0.0756938156,8.282,0.4335135636,7.983,0.3765112156,8.082
2021-06-11 18:00:00,62.441,7.988,0.1477778224,9.069,0.141945024,9.373,0.259110852,8.382,0.076479,8.182,0.435624383999999,7.983,0.376072736,7.983
2021-06-11 18:15:00,62.4388,7.979,0.1481449216,9.024,0.1418634464,9.275,0.2590292744,8.282,0.0763974224000002,8.082,0.434625058399999,7.983,0.3750734104,7.983
2021-06-11 18:30:00,62.4428,7.975,0.1479409776,8.983,0.1400279504,9.176,0.2570918064,8.182,0.0770092544000002,7.983,0.437786190400001,7.983,0.375889186400001,7.983
2021-06-11 18:45:00,62.4773,7.974,0.1477166392,8.95,0.1412006284,9.176,0.2587743444,8.182,0.0757346043999999,7.882,0.4362056244,7.882,0.3744105924,7.882
2021-06-11 19:00:00,62.5051,7.976,0.1469518492,8.921,0.1394874988,9.176,0.2582848788,8.082,0.0766727467999999,7.882,0.435716158800001,7.882,0.3739211268,7.882
2021-06-11 19:15:00,62.5146,7.98,0.1473189484,8.899,0.1394365128,9.077,0.2598654448,8.082,0.0766217607999997,7.782,0.4355632008,7.782,0.3753997208,7.882
2021-06-11 19:30:00,62.515,7.982,0.1471048072,8.883,0.140517416,9.077,0.259620712000001,7.983,0.0765809719999998,7.782,0.435522412,7.782,0.375053016,7.782
2021-06-11 19:45:00,62.534,7.982,0.1471659904,8.865,0.138579948,9.077,0.258906907999999,7.983,0.0784164679999998,7.782,0.4359303,7.782,0.375460903999999,7.782
2021-06-11 20:00:00,62.552,7.983,0.1470640184,8.852,0.139089808,9.077,0.259722684,7.983,0.0776006920000003,7.682,0.435216495999999,7.782,0.374849071999999,7.782
2021-06-11 20:15:00,62.5505,7.983,0.1470742156,8.842,0.138121074,9.077,0.259569726,7.882,0.0777536500000003,7.682,0.434247762,7.782,0.376123722,7.782
2021-06-11 20:30:00,62.5637,7.984,0.14658475,8.834,0.1378967356,9.077,0.258223695600001,7.882,0.0776312836000006,7.682,0.434839199600001,7.682,0.377225019600001,7.782
2021-06-11 20:45:00,62.5777,7.982,0.1471252016,8.825,0.1388144836,9.077,0.258121723599999,7.882,0.0772233956000001,7.582,0.4345332836,7.682,0.3778368516,7.682
2021-06-11 21:00:00,62.5837,7.982,0.1468192856,8.812,0.1382026516,9.077,0.257509891599999,7.882,0.0753878996,7.582,0.434737227599999,7.582,0.3760013556,7.682
2021-06-11 21:15:00,62.5831,7.978,0.147176187599999,8.802,0.1406091908,9.077,0.258794738799999,7.882,0.0791200748,7.582,0.434798410799999,7.582,0.3782039508,7.582
2021-06-11 21:30:00,62.5802,7.973,0.146686722,8.789,0.1397832176,9.077,0.2588865136,7.782,0.0779881856000001,7.481,0.4350941296,7.582,0.376154313600001,7.582
2021-06-11 21:45:00,62.5838,7.971,0.147002835200001,8.774,0.1394161184,9.077,0.259845050400001,7.782,0.0776210864000002,7.481,0.434319142400001,7.481,0.375787214400001,7.582
2021-06-11 22:00:00,62.5912,7.966,0.1466153416,8.756,0.1371319456,8.978,0.2577648216,7.782,0.0780901575999999,7.481,0.4359099056,7.481,0.375950369600001,7.481
2021-06-11 22:15:00,62.6004,7.968,0.146972243600001,8.74,0.1396608512,8.978,0.2593759792,7.782,0.0768460991999999,7.381,0.4361954272,7.481,0.3737885632,7.481
2021-06-11 22:30:00,62.6113,7.971,0.146431792000001,8.724,0.1374276644,8.978,0.258264484400001,7.782,0.0745109403999999,7.381,0.434676044399999,7.381,0.3750224244,7.481
2021-06-11 22:45:00,62.6107,7.972,0.1467784968,8.711,0.1374888476,8.978,0.2606710236,7.682,0.0771214235999996,7.381,0.4358589196,7.381,0.3772250196,7.381
2021-06-11 23:00:00,62.6028,7.97,0.1466153416,8.698,0.1379885104,8.879,0.258927302399999,7.682,0.0766013663999997,7.381,0.434319142399999,7.381,0.3768069344,7.381
2021-06-11 23:15:00,62.5949,7.965,0.146584749999999,8.685,0.1375704252,8.879,0.259732881199999,7.682,0.0772030011999994,7.28,0.4359404972,7.28,0.3776125132,7.381
2021-06-11 23:30:00,62.5939,7.963,0.1463910032,8.667,0.1376723972,8.879,0.258509217200001,7.682,0.0773049731999999,7.28,0.436042469200001,7.28,0.376286877200001,7.28
2021-06-11 23:45:00,62.5826,7.957,0.14658475,8.643,0.1388246808,8.879,0.2581319208,7.582,0.0757040128000004,7.179,0.4359710888,7.28,0.377439160800001,7.28
2021-06-12 00:00:00,62.5609,7.958,0.1474719064,8.618,0.1383862012,8.779,0.2590190772,7.582,0.0789365252000004,7.079,0.436654301200001,7.179,0.3757770172,7.179
2021-06-12 00:15:00,62.5581,7.959,0.1461462704,8.589,0.1372441148,8.68,0.2577750188,7.481,0.0779983827999997,7.079,0.4357161588,7.179,0.374838874799999,7.179
2021-06-12 00:30:00,62.5514,7.954,0.1464521864,8.562,0.1379273272,8.68,0.2597838672,7.481,0.0786815951999999,7.079,0.4360934552,7.079,0.375522087199999,7.179
2021-06-12 00:45:00,62.5434,7.957,0.1465031724,8.542,0.1383352152,8.581,0.2592740072,7.481,0.0769480712000004,7.079,0.433340211200001,7.079,0.3761339192,7.079
2021-06-12 01:00:00,62.5263,7.959,0.146482778,8.53,0.1377335804,8.581,0.258468428400001,7.481,0.0762444644000002,7.079,0.436307596400001,7.079,0.3754303124,7.079
2021-06-12 01:15:00,62.5041,7.962,0.1466969192,8.522,0.1376520028,8.581,0.259202626800001,7.381,0.0759589428000001,7.079,0.435002354799999,7.079,0.3753487348,7.079
2021-06-12 01:30:00,62.4936,7.962,0.1470538212,8.515,0.1391305968,8.68,0.257622060799999,7.381,0.0770296488000002,7.079,0.4356651728,6.978,0.3764194408,7.079
2021-06-12 01:45:00,62.4769,7.963,0.14734954,8.507,0.1361428172,8.68,0.258101329199999,7.381,0.0759793372000001,6.978,0.436246413199999,6.978,0.3778164572,6.978
2021-06-12 02:00:00,62.4609,7.962,0.14760447,8.5,0.1377743692,8.68,0.2584072452,7.381,0.0763872251999999,6.978,0.436654301199999,6.978,0.3771026532,6.978
2021-06-12 02:15:00,62.4566,7.962,0.1471048072,8.492,0.1382128488,8.68,0.2588457248,7.381,0.0780493688,6.978,0.437092780799999,6.978,0.3763174688,6.978
2021-06-12 02:30:00,62.4474,7.961,0.1465745528,8.481,0.1379273272,8.68,0.2584582312,7.381,0.0739908832,6.978,0.4341559872,6.877,0.3737885632,6.978
2021-06-12 02:45:00,62.4365,7.961,0.1464623836,8.47,0.13791713,8.68,0.257020425999999,7.381,0.0776516779999998,6.978,0.434043818,6.877,0.375715833999999,6.877
2021-06-12 03:00:00,62.4285,7.959,0.147043624,8.457,0.13842699,8.581,0.257836201999999,7.381,0.07571421,6.877,0.436083258,6.877,0.375409918,6.877
2021-06-12 03:15:00,62.428,7.958,0.1464521864,8.446,0.138477976,8.581,0.257887188,7.381,0.0757651960000002,6.877,0.43491058,6.877,0.375460904,6.877
2021-06-12 03:30:00,62.4245,7.958,0.146686722,8.438,0.138834878,8.581,0.258040146,7.28,0.0773457619999998,6.877,0.435267482,6.877,0.374594142,6.877
2021-06-12 03:45:00,62.4166,7.957,0.146217650799999,8.429,0.1372951008,8.581,0.257520088799999,7.28,0.0769276767999997,6.877,0.433319816799999,6.775,0.3753997208,6.877
2021-06-12 04:00:00,62.4042,7.957,0.1461564676,8.423,0.138559553599999,8.581,0.258784541599999,7.28,0.0771724095999998,6.978,0.4334625776,6.775,0.3740129016,6.775
2021-06-12 04:15:00,62.4026,7.957,0.1461972564,8.415,0.1387227088,8.581,0.258947696799999,7.28,0.0761119008000001,6.978,0.4336257328,6.775,0.3753997208,6.775
2021-06-12 04:30:00,62.3966,7.955,0.1464012004,8.407,0.1381108768,8.581,0.2582338928,7.28,0.0776414808000002,6.877,0.4342375648,6.775,0.3771332448,6.775
2021-06-12 04:45:00,62.3923,7.954,0.1465745528,8.399,0.1374276644,8.581,0.2586723724,7.28,0.0780799604000002,6.877,0.4346760444,6.775,0.3752263684,6.775
2021-06-12 05:00:00,62.4044,7.951,0.1462890312,8.388,0.1385391592,8.581,0.2574385112,7.28,0.0781717351999997,6.877,0.435787539199999,6.775,0.3787851912,6.775
2021-06-12 05:15:00,62.4025,7.947,0.1464929752,8.372,0.138732905999999,8.581,0.258957893999999,7.28,0.0770398459999998,6.877,0.434757621999999,6.775,0.375409918,6.775
2021-06-12 05:30:00,62.4146,7.946,0.1462482424,8.354,0.1394365128,8.481,0.2590496688,7.28,0.0771316207999999,6.877,0.4354612288,6.674,0.3765214128,6.775
2021-06-12 05:45:00,62.4308,7.945,0.1462176508,8.338,0.1377845664,8.481,0.2586213864,7.28,0.0763974224000002,6.775,0.4338092824,6.674,0.373441858400001,6.674
2021-06-12 06:00:00,62.423,7.942,0.1462074536,8.322,0.137458256,8.481,0.259212824,7.179,0.0759691399999997,6.775,0.434604664,6.674,0.375358932,6.674
2021-06-12 06:15:00,62.4363,7.941,0.1459933124,8.306,0.137223720399999,8.481,0.2578565964,7.179,0.0771622123999995,6.775,0.4344721004,6.674,0.3740027044,6.674
2021-06-12 06:30:00,62.456,7.94,0.1461462704,8.291,0.138477976,8.382,0.258397047999999,7.179,0.0776006919999996,6.775,0.434808608,6.674,0.376786539999999,6.674
2021-06-12 06:45:00,62.4766,7.939,0.1457791712,8.28,0.1363773528,8.382,0.2576220608,7.179,0.0755000688000001,6.775,0.4357671448,6.573,0.375807608800001,6.674
2021-06-12 07:00:00,62.4912,7.939,0.146227848,8.27,0.1372339176,8.382,0.258682569600001,7.179,0.0752349416,6.775,0.4342783536,6.573,0.375542481600001,6.674
2021-06-12 07:15:00,62.5039,7.941,0.1459015376,8.262,0.1370605652,8.382,0.258713161199999,7.179,0.0777128611999996,6.775,0.435328665199999,6.573,0.3753691292,6.674
2021-06-12 07:30:00,62.5155,7.944,0.1460544956,8.256,0.137101354,8.382,0.258753949999999,7.179,0.0777536499999996,6.775,0.435777342,6.674,0.376633582,6.674
2021-06-12 07:45:00,62.5264,7.949,0.145891340399999,8.256,0.1371115512,8.382,0.257642455199999,7.179,0.0769480711999996,6.877,0.4334421832,6.674,0.3742984232,6.674
2021-06-12 08:00:00,62.5277,7.951,0.146044298399999,8.261,0.1372849036,8.481,0.257509891599999,7.179,0.0768155075999996,6.877,0.4345332836,6.674,0.3765112156,6.674
2021-06-12 08:15:00,62.5452,7.955,0.1460544956,8.268,0.1367240576,8.481,0.2573569336,7.28,0.0765605775999998,6.978,0.4331566616,6.775,0.3739109296,6.775
2021-06-12 08:30:00,62.547,7.956,0.1463094256,8.276,0.136846424000001,8.581,0.257173384000001,7.28,0.0776006920000003,6.978,0.434094804000001,6.775,0.374849072,6.775
2021-06-12 08:45:00,62.5555,7.959,0.1459117348,8.283,0.137101354,8.581,0.257530286,7.28,0.07571421,7.079,0.435981286,6.877,0.376633581999999,6.877
2021-06-12 09:00:00,62.5603,7.963,0.1456262132,8.295,0.1366118884,8.581,0.2560211004,7.381,0.0777740444000002,7.079,0.4347780164,6.978,0.3752263684,6.978
2021-06-12 09:15:00,62.5608,7.969,0.1463400172,8.311,0.1380904824,8.68,0.2562760304,7.481,0.0767033384000002,7.179,0.435848722399999,6.978,0.3740536904,6.978
2021-06-12 09:30:00,62.5747,7.975,0.1455242412,8.337,0.1382026516,8.779,0.2576118636,7.582,0.0770194515999998,7.381,0.4352470876,7.179,0.374063887599999,7.079
2021-06-12 09:45:00,62.5766,7.978,0.1453508888,8.369,0.1383148208,8.879,0.2577240328,7.682,0.0770296488000002,7.481,0.4365829208,7.28,0.3741760568,7.179
2021-06-12 10:00:00,62.5821,7.981,0.145972918,8.406,0.1380598908,8.978,0.2573671308,7.782,0.0767747188000004,7.582,0.4349003828,7.28,0.375042818800001,7.28
2021-06-12 10:15:00,62.5746,7.982,0.146503172400001,8.444,0.1403542608,9.077,0.2581319208,7.782,0.0777434528000007,7.682,0.4348493968,7.381,0.3749918328,7.381
2021-06-12 10:30:00,62.5774,7.981,0.1461972564,8.478,0.1380292992,9.176,0.2581523152,7.882,0.0750106032000005,7.682,0.4338500712,7.481,0.374910255200001,7.481
2021-06-12 10:45:00,62.5807,7.98,0.146023903999999,8.504,0.1388144836,9.176,0.2564901716,7.882,0.0758977596000003,7.682,0.4342273676,7.381,0.373452055599999,7.481
2021-06-12 11:00:00,62.5726,7.978,0.146319622799999,8.521,0.1385187648,9.176,0.2573161448,7.882,0.0779473968000002,7.682,0.4339316488,7.381,0.374278028799999,7.481
2021-06-12 11:15:00,62.5606,7.979,0.1459831152,8.532,0.1373970728,9.176,0.256194452799999,7.983,0.0772335927999997,7.882,0.435563200799999,7.481,0.374583944799999,7.582
2021-06-12 11:30:00,62.5602,7.981,0.1460341012,8.545,0.138559553599999,9.176,0.256541157599999,8.082,0.0762546615999998,7.983,0.4316270816,7.682,0.374930649599999,7.682
2021-06-12 11:45:00,62.5581,7.981,0.1458097628,8.561,0.1376520028,9.176,0.2554296628,8.082,0.0764688027999997,7.983,0.4326569988,7.882,0.373003378799999,7.782
2021-06-12 12:00:00,62.5542,7.981,0.1465031724,8.578,0.1394773016,9.275,0.2561332696,8.182,0.0758467736,8.082,0.4322389136,7.983,0.372789237599999,7.983
2021-06-12 12:15:00,62.543,7.98,0.1465541584,8.598,0.138274032,9.275,0.256153664000001,8.282,0.0759691399999997,8.182,0.432259308,7.983,0.373013575999999,8.082
2021-06-12 12:30:00,62.5358,7.979,0.1459321292,8.624,0.1393141464,9.373,0.2558681424,8.382,0.0759895343999997,8.382,0.4325856184,8.182,0.3717083344,8.182
2021-06-12 12:45:00,62.5306,7.972,0.146176862,8.651,0.1378049608,9.472,0.2563983968,8.382,0.0752961247999999,8.382,0.4335237608,8.282,0.3710149248,8.182
2021-06-12 13:00:00,62.5116,7.969,0.1466153416,8.669,0.1400483448,9.571,0.2571122008,8.382,0.0762138727999999,8.481,0.434237564799999,8.282,0.372340560799999,8.382
2021-06-12 13:15:00,62.4888,7.976,0.1464215948,8.685,0.1386003424,9.472,0.2560720864,8.581,0.0757855904000002,8.879,0.433095478400001,8.282,0.3722181944,8.382
2021-06-12 13:30:00,62.476,7.981,0.1465133696,8.71,0.137560228,9.472,0.257581272,8.68,0.07800858,9.275,0.433177056,8.581,0.371483996,8.481
2021-06-12 13:45:00,62.4562,7.981,0.146686722,8.753,0.1389674416,9.669,0.2572549616,8.779,0.0763566335999996,9.275,0.4336665216,8.779,0.3704438816,8.68
2021-06-12 14:00:00,62.4467,7.983,0.1472169764,8.806,0.1394263156,9.866,0.2558783396,8.879,0.0773253675999998,9.275,0.432595815599999,8.879,0.3711066996,8.978
2021-06-12 14:15:00,62.4427,7.983,0.146982440799999,8.852,0.1401401196,9.965,0.2562862276,8.879,0.0779371995999999,9.373,0.4325958156,9.077,0.372942195599999,9.077
2021-06-12 14:30:00,62.4176,7.984,0.1472067792,8.896,0.1395384848,10.063,0.2566023408,8.978,0.0780493688,9.373,0.432809956800001,9.373,0.372442532799999,9.275
2021-06-12 14:45:00,62.4077,7.988,0.1472679624,8.947,0.1396302596,10.161,0.256286227600001,8.978,0.0780391716000003,9.472,0.4317800396,9.472,0.371616559600001,9.472
2021-06-12 15:00:00,62.3881,7.985,0.1476146672,9.006,0.1407111628,10.259,0.255939522799999,9.077,0.0774885228000002,9.472,0.4314333348,9.472,0.371575770799999,9.571
2021-06-12 15:15:00,62.3724,7.982,0.1478899916,9.069,0.1402726832,10.357,0.254991183200001,9.077,0.0790894832000004,9.472,0.433748099200001,9.669,0.3722589832,9.669
2021-06-12 15:30:00,62.373,7.979,0.148216302000001,9.129,0.139395724,10.455,0.256153664000001,9.077,0.0778046360000005,9.472,0.432157336000001,9.866,0.371178080000001,9.768
2021-06-12 15:45:00,62.3682,7.971,0.1484916264,9.167,0.1395792736,10.357,0.2566431296,9.077,0.0793138215999999,9.373,0.431831025599999,9.669,0.3719734616,9.866
2021-06-12 16:00:00,62.3532,7.969,0.148165316,9.171,0.1398851896,10.357,0.2566431296,8.978,0.0793138215999999,9.275,0.430301445599999,9.472,0.371769517599999,9.669
2021-06-12 16:15:00,62.3547,7.967,0.1480429496,9.173,0.1414657556,10.161,0.2552665076,8.978,0.0767135355999998,9.275,0.4317800396,9.275,0.3711066996,9.472
2021-06-12 16:30:00,62.3556,7.965,0.148012358,9.165,0.1396404568,9.965,0.2563983968,8.978,0.0778454247999997,9.275,0.4320961528,9.373,0.3708109808,9.373
2021-06-12 16:45:00,62.3625,7.964,0.148063344000001,9.16,0.139854598,9.866,0.255694790000001,8.978,0.076937874,9.176,0.429760994,9.275,0.370107374000001,9.373
2021-06-12 17:00:00,62.378,7.962,0.1476656532,9.156,0.138274032,9.866,0.25543986,8.978,0.0778046359999998,9.176,0.43134156,9.176,0.369444556,9.275
2021-06-12 17:15:00,62.3926,7.956,0.147247568,9.147,0.1402522888,9.866,0.2552767048,8.978,0.0773355648000002,9.077,0.4306685448,9.077,0.3688735128,9.176
2021-06-12 17:30:00,62.4048,7.95,0.147043624,9.131,0.1402318944,9.866,0.2550523664,8.879,0.0771112264,8.978,0.430240262399999,8.978,0.3696688944,9.077
2021-06-12 17:45:00,62.4106,7.944,0.1472169764,9.101,0.1393345408,9.768,0.255480648799999,8.779,0.0785592287999995,8.779,0.429648824799999,8.978,0.372340560799999,8.978
2021-06-12 18:00:00,62.411,7.938,0.1475228924,9.055,0.138885864,9.669,0.255133944,8.68,0.0757651960000002,8.68,0.430423812,8.879,0.37117808,8.978
2021-06-12 18:15:00,62.4056,7.935,0.1469314548,9.001,0.1388246808,9.472,0.2570102288,8.68,0.0758059848000001,8.481,0.4305665728,8.779,0.3737681688,8.879
2021-06-12 18:30:00,62.428,7.933,0.146686722,8.956,0.138274032,9.275,0.257071412,8.581,0.0757651960000002,8.382,0.429098176,8.68,0.370056388,8.779
2021-06-12 18:45:00,62.4488,7.93,0.1466255388,8.912,0.1384983704,9.275,0.2559701144,8.481,0.0758875623999999,8.282,0.429322514400001,8.68,0.3688531184,8.68
2021-06-12 19:00:00,62.4453,7.928,0.146656130399999,8.879,0.1374276644,9.176,0.257346736399999,8.382,0.0760405203999999,8.182,0.4292715284,8.581,0.3715553764,8.68
2021-06-12 19:15:00,62.4499,7.927,0.1462584396,8.846,0.1389980332,9.077,0.256877665199999,8.382,0.0767951132000003,8.182,0.4300261212,8.581,0.3708823612,8.581
2021-06-12 19:30:00,62.4544,7.925,0.145870946,8.817,0.1385391592,9.077,0.2574385112,8.282,0.0748066592000003,8.082,0.4283435832,8.581,0.3704234872,8.581
2021-06-12 19:45:00,62.4712,7.924,0.1460341012,8.788,0.1391713856,9.077,0.2555214376,8.182,0.0765605775999998,7.983,0.4297915856,8.481,0.3719734616,8.481
2021-06-12 20:00:00,62.4771,7.924,0.1464113976,8.766,0.1385697508,9.077,0.2574691028,8.182,0.0759589428000001,7.983,0.429189950800001,8.481,0.3725954908,8.481
2021-06-12 20:15:00,62.4871,7.924,0.1460341012,8.744,0.1383658068,8.978,0.257571074800001,8.082,0.0759589428000001,7.882,0.4301076988,8.382,0.3726974628,8.481
2021-06-12 20:30:00,62.5012,7.923,0.145972918,8.728,0.1392733576,8.978,0.257356933600001,8.082,0.0755408576,7.782,0.4298935576,8.382,0.374522761600001,8.382
2021-06-12 20:45:00,62.5172,7.923,0.1458097628,8.716,0.137641805599999,8.978,0.2580707376,7.983,0.0763566335999996,7.782,0.4289758096,8.282,0.3728912096,8.382
2021-06-12 21:00:00,62.5196,7.922,0.145717988,8.704,0.1373970728,8.978,0.2578260048,7.983,0.0759079568000006,7.682,0.429954740800001,8.282,0.3724425328,8.282
2021-06-12 21:15:00,62.5372,7.923,0.1458913404,8.693,0.1379477216,8.978,0.2560312976,7.983,0.0753369136000005,7.682,0.4300975016,8.182,0.374216845599999,8.282
2021-06-12 21:30:00,62.5349,7.923,0.1459117348,8.685,0.1381822572,8.978,0.257285553200001,7.882,0.0755714492000003,7.682,0.432677393200001,8.182,0.3752671572,8.182
2021-06-12 21:45:00,62.5343,7.923,0.1459525236,8.677,0.1393651324,8.978,0.2573467364,7.882,0.0781819324,7.682,0.4323306884,8.082,0.3788973604,8.182
2021-06-12 22:00:00,62.523,7.924,0.1461870592,8.669,0.140517416,8.978,0.25594972,7.882,0.0753573079999997,7.582,0.434298747999999,7.983,0.376276679999999,8.082
2021-06-12 22:15:00,62.5325,7.924,0.1461564676,8.663,0.13842699,8.978,0.257326342,7.782,0.0743885740000002,7.582,0.434451706000001,7.983,0.378571050000001,7.983
2021-06-12 22:30:00,62.5493,7.923,0.145768974,8.654,0.139059216399999,8.978,0.2568368764,7.782,0.0761424923999997,7.481,0.4358997084,7.882,0.3804269404,7.983
2021-06-12 22:45:00,62.5422,7.923,0.1454426636,8.643,0.1385595536,8.978,0.2563372136,7.782,0.0756428295999998,7.481,0.4355020176,7.882,0.3784996696,7.882
2021-06-12 23:00:00,62.5509,7.923,0.1458607488,8.634,0.1385901452,8.879,0.2566737212,7.782,0.0747556732,7.481,0.435328665199999,7.782,0.3787342052,7.882
2021-06-12 23:15:00,62.5639,7.923,0.1454732552,8.626,0.1383862012,8.879,0.2579993572,7.782,0.0758773652000003,7.481,0.4352266932,7.782,0.3806716732,7.782
2021-06-12 23:30:00,62.57,7.923,0.1459015376,8.619,0.138987836,8.879,0.255847747999999,7.682,0.0762750559999997,7.381,0.435318468,7.682,0.380049644,7.782
2021-06-12 23:45:00,62.5561,7.923,0.1458505516,8.613,0.1391815828,8.879,0.257265158799999,7.682,0.0739195027999998,7.381,0.4343905228,7.682,0.3788157828,7.682
2021-06-13 00:00:00,62.5459,7.924,0.1458811432,8.603,0.1378763412,8.879,0.2569796372,7.682,0.0761832811999996,7.381,0.4343089452,7.682,0.3787342052,7.682
2021-06-13 00:15:00,62.5368,7.925,0.1457281852,8.593,0.1376825944,8.879,0.2565819464,7.682,0.0784368623999998,7.381,0.4348290024,7.582,0.379662150400001,7.682
2021-06-13 00:30:00,62.5237,7.926,0.14683968,8.584,0.1390184276,8.879,0.2592434156,7.682,0.0770194516000006,7.28,0.4361648356,7.582,0.3795703756,7.582
2021-06-13 00:45:00,62.5146,7.926,0.1476962448,8.572,0.1410680648,8.879,0.2598654448,7.582,0.0779473968000002,7.28,0.4355632008,7.481,0.379274656799999,7.582
