,Date,Time,ms,LEVEL,TEMPERATURE,LEVEL_m,discharge_m3perS
188,8/16/2019,11:45:00 AM,0,1.9168,7.054,0.20545993,0.00755747
189,8/16/2019,12:00:00 PM,0,1.9615,7.933,0.210018078,0.008237938
190,8/16/2019,12:15:00 PM,0,1.9419,9.098,0.208019427,0.00793459
191,8/16/2019,12:30:00 PM,0,1.9903,10.016,0.212954872,0.008697776
192,8/16/2019,12:45:00 PM,0,1.9994,10.878,0.213882817,0.008846562
193,8/16/2019,1:00:00 PM,0,2.0593,11.366,0.21999094,0.009867747
194,8/16/2019,1:15:00 PM,0,1.9603,11.706,0.209895712,0.008219142
195,8/16/2019,1:30:00 PM,0,1.9713,11.856,0.211017404,0.008392527
196,8/16/2019,1:45:00 PM,0,1.9594,11.732,0.209803937,0.008205064
197,8/16/2019,2:00:00 PM,0,1.9759,11.71,0.211486475,0.008465759
198,8/16/2019,2:15:00 PM,0,1.9775,11.683,0.21164963,0.008491331
199,8/16/2019,2:30:00 PM,0,1.9431,11.455,0.208141793,0.007952939
200,8/16/2019,2:45:00 PM,0,1.9305,11.1,0.206856946,0.007761728
201,8/16/2019,3:00:00 PM,0,1.9095,10.894,0.204715534,0.007450183
202,8/16/2019,3:15:00 PM,0,1.9297,10.734,0.206775368,0.007749696
203,8/16/2019,3:30:00 PM,0,1.9438,10.53,0.208213174,0.007963656
204,8/16/2019,3:45:00 PM,0,1.9468,10.429,0.20851909,0.008009698
205,8/16/2019,4:00:00 PM,0,1.9449,10.262,0.208325343,0.007980517
206,8/16/2019,4:15:00 PM,0,1.9494,10.083,0.208784217,0.008049749
207,8/16/2019,4:30:00 PM,0,1.9552,9.895,0.209375654,0.008139585
208,8/16/2019,4:45:00 PM,0,1.9464,9.669,0.208478301,0.008003548
209,8/16/2019,5:00:00 PM,0,1.9508,9.517,0.208926978,0.008071371
210,8/16/2019,5:15:00 PM,0,1.9425,9.314,0.20808061,0.007943761
211,8/16/2019,5:30:00 PM,0,1.9324,9.097,0.207050693,0.007790356
212,8/16/2019,5:45:00 PM,0,1.9161,8.908,0.205388549,0.007547136
213,8/16/2019,6:00:00 PM,0,1.9303,8.687,0.206836552,0.007758719
214,8/16/2019,6:15:00 PM,0,1.8924,8.481,0.202971813,0.007203088
215,8/16/2019,6:30:00 PM,0,1.8817,8.275,0.201880712,0.007051482
216,8/16/2019,6:45:00 PM,0,1.8837,8.094,0.202084656,0.007079644
217,8/16/2019,7:00:00 PM,0,1.8726,7.902,0.200952767,0.006924369
218,8/16/2019,7:15:00 PM,0,1.8732,7.742,0.20101395,0.006932699
219,8/16/2019,7:30:00 PM,0,1.8594,7.585,0.199606737,0.006742964
220,8/16/2019,7:45:00 PM,0,1.8416,7.43,0.197791635,0.006503925
221,8/16/2019,8:00:00 PM,0,1.8372,7.286,0.197342958,0.006445825
222,8/16/2019,8:15:00 PM,0,1.8369,7.14,0.197312367,0.006441878
223,8/16/2019,8:30:00 PM,0,1.8441,7.015,0.198046565,0.006537111
224,8/16/2019,8:45:00 PM,0,1.821,6.888,0.195691012,0.006235288
225,8/16/2019,9:00:00 PM,0,1.8193,6.766,0.19551766,0.006213502
226,8/16/2019,9:15:00 PM,0,1.7983,6.656,0.193376248,0.005949209
227,8/16/2019,9:30:00 PM,0,1.8028,6.561,0.193835122,0.006005092
228,8/16/2019,9:45:00 PM,0,1.8016,6.454,0.193712755,0.00599015
229,8/16/2019,10:00:00 PM,0,1.7837,6.346,0.191887456,0.005770721
230,8/16/2019,10:15:00 PM,0,1.777,6.263,0.191204244,0.005690257
231,8/16/2019,10:30:00 PM,0,1.7618,6.161,0.18965427,0.005511077
232,8/16/2019,10:45:00 PM,0,1.7644,6.048,0.189919397,0.005541395
233,8/16/2019,11:00:00 PM,0,1.7487,5.939,0.188318436,0.005360404
234,8/16/2019,11:15:00 PM,0,1.7409,5.802,0.187523055,0.005272339
235,8/16/2019,11:30:00 PM,0,1.7427,5.709,0.187706604,0.005292552
236,8/16/2019,11:45:00 PM,0,1.7398,5.581,0.187410886,0.005260019
237,8/17/2019,12:00:00 AM,0,1.7298,5.457,0.186391166,0.005149139
238,8/17/2019,12:15:00 AM,0,1.7183,5.347,0.185218488,0.005024128
239,8/17/2019,12:30:00 AM,0,1.7147,5.255,0.184851388,0.004985545
240,8/17/2019,12:45:00 AM,0,1.7064,5.141,0.184005021,0.004897587
241,8/17/2019,1:00:00 AM,0,1.7051,5.066,0.183872457,0.004883937
242,8/17/2019,1:15:00 AM,0,1.7162,5.02,0.185004346,0.005001589
243,8/17/2019,1:30:00 AM,0,1.7051,4.972,0.183872457,0.004883937
244,8/17/2019,1:45:00 AM,0,1.7044,4.913,0.183801077,0.004876601
245,8/17/2019,2:00:00 AM,0,1.6905,4.865,0.182383666,0.004732983
246,8/17/2019,2:15:00 AM,0,1.6978,4.81,0.183128062,0.004807921
247,8/17/2019,2:30:00 AM,0,1.685,4.782,0.18182282,0.004677235
248,8/17/2019,2:45:00 AM,0,1.6749,4.77,0.180792903,0.004576456
249,8/17/2019,3:00:00 AM,0,1.69,4.755,0.18233268,0.00472789
250,8/17/2019,3:15:00 AM,0,1.6797,4.706,0.181282368,0.004624094
251,8/17/2019,3:30:00 AM,0,1.6654,4.604,0.179824169,0.004483548
252,8/17/2019,3:45:00 AM,0,1.6656,4.571,0.179844563,0.004485485
253,8/17/2019,4:00:00 AM,0,1.6615,4.523,0.179426478,0.004445936
254,8/17/2019,4:15:00 AM,0,1.6558,4.473,0.178845238,0.004391517
255,8/17/2019,4:30:00 AM,0,1.6508,4.451,0.178335378,0.004344323
256,8/17/2019,4:45:00 AM,0,1.6555,4.406,0.178814646,0.004388671
257,8/17/2019,5:00:00 AM,0,1.6377,4.367,0.176999544,0.004223073
258,8/17/2019,5:15:00 AM,0,1.6426,4.333,0.177499207,0.004268019
259,8/17/2019,5:30:00 AM,0,1.6356,4.267,0.176785403,0.004203959
260,8/17/2019,5:45:00 AM,0,1.6282,4.199,0.17603081,0.004137316
261,8/17/2019,6:00:00 AM,0,1.6364,4.164,0.176866981,0.00421123
262,8/17/2019,6:15:00 AM,0,1.6243,4.142,0.17563312,0.004102639
263,8/17/2019,6:30:00 AM,0,1.6095,4.142,0.174123934,0.003973845
264,8/17/2019,6:45:00 AM,0,1.6179,4.136,0.174980499,0.0040464
265,8/17/2019,7:00:00 AM,0,1.6211,4.15,0.175306809,0.004074416
266,8/17/2019,7:15:00 AM,0,1.6263,4.204,0.175837064,0.004120383
267,8/17/2019,7:30:00 AM,0,1.6176,4.286,0.174949907,0.004043784
268,8/17/2019,7:45:00 AM,0,1.6313,4.387,0.176346924,0.004165099
269,8/17/2019,8:00:00 AM,0,1.6328,4.496,0.176499882,0.004178612
270,8/17/2019,8:15:00 AM,0,1.6445,4.612,0.177692954,0.004285578
271,8/17/2019,8:30:00 AM,0,1.6508,4.712,0.178335378,0.004344323
272,8/17/2019,8:45:00 AM,0,1.694,5.103,0.182740568,0.004768778
273,8/17/2019,9:00:00 AM,0,1.7258,5.525,0.185983278,0.005105353
274,8/17/2019,9:15:00 AM,0,1.7574,5.849,0.189205593,0.005460082
275,8/17/2019,9:30:00 AM,0,1.773,6.314,0.190796356,0.005642651
276,8/17/2019,9:45:00 AM,0,1.7657,6.604,0.19005196,0.005556605
277,8/17/2019,10:00:00 AM,0,1.7758,6.908,0.191081878,0.005675941
278,8/17/2019,10:15:00 AM,0,1.7851,7.17,0.192030217,0.00578765
279,8/17/2019,10:30:00 AM,0,1.7922,7.551,0.192754218,0.005874111
280,8/17/2019,10:45:00 AM,0,1.7921,7.766,0.192744021,0.005872886
281,8/17/2019,11:00:00 AM,0,1.803,8.048,0.193855516,0.006007585
282,8/17/2019,11:15:00 AM,0,1.7924,8.472,0.192774613,0.005876561
283,8/17/2019,11:30:00 AM,0,1.8092,8.806,0.194487742,0.006085276
284,8/17/2019,11:45:00 AM,0,1.7838,9.627,0.191897654,0.005771929
285,8/17/2019,12:00:00 PM,0,1.7862,10.297,0.192142386,0.005800978
286,8/17/2019,12:15:00 PM,0,1.7993,10.586,0.19347822,0.005961592
287,8/17/2019,12:30:00 PM,0,1.7956,10.615,0.193100923,0.005915876
288,8/17/2019,12:45:00 PM,0,1.8003,10.806,0.193580192,0.005973996
289,8/17/2019,1:00:00 PM,0,1.8035,11.135,0.193906502,0.006013822
290,8/17/2019,1:15:00 PM,0,1.8044,11.334,0.193998277,0.00602506
291,8/17/2019,1:30:00 PM,0,1.7997,11.447,0.193519008,0.005966551
292,8/17/2019,1:45:00 PM,0,1.8059,11.582,0.194151235,0.006043828
293,8/17/2019,2:00:00 PM,0,1.714,11.815,0.184780008,0.004978073
294,8/17/2019,2:15:00 PM,0,1.7684,12.309,0.190327285,0.005588304
295,8/17/2019,2:30:00 PM,0,1.7694,12.492,0.190429257,0.005600082
296,8/17/2019,2:45:00 PM,0,1.7703,12.766,0.190521032,0.0056107
297,8/17/2019,3:00:00 PM,0,1.7937,12.941,0.192907176,0.005892508
298,8/17/2019,3:15:00 PM,0,1.7657,12.869,0.19005196,0.005556605
299,8/17/2019,3:30:00 PM,0,1.7718,13.039,0.19067399,0.005628432
300,8/17/2019,3:45:00 PM,0,1.7606,12.94,0.189531903,0.005497131
301,8/17/2019,4:00:00 PM,0,1.7546,12.652,0.188920071,0.005427834
302,8/17/2019,4:15:00 PM,0,1.7286,12.407,0.186268799,0.005135969
303,8/17/2019,4:30:00 PM,0,1.7222,12.321,0.185616178,0.005066223
304,8/17/2019,4:45:00 PM,0,1.7233,12.342,0.185728348,0.005078152
305,8/17/2019,5:00:00 PM,0,1.6903,12.158,0.182363272,0.004730945
306,8/17/2019,5:15:00 PM,0,1.6764,12.006,0.180945861,0.004591293
307,8/17/2019,5:30:00 PM,0,1.6591,11.857,0.179181745,0.004422943
308,8/17/2019,5:45:00 PM,0,1.6315,11.662,0.176367318,0.004166898
309,8/17/2019,6:00:00 PM,0,1.6052,11.334,0.173685454,0.003937256
310,8/17/2019,6:15:00 PM,0,1.5623,11.033,0.169310856,0.003592704
311,8/17/2019,6:30:00 PM,0,1.5558,10.692,0.168648038,0.003543748
312,8/17/2019,6:45:00 PM,0,1.5513,10.405,0.168189164,0.003510356
313,8/17/2019,7:00:00 PM,0,1.5498,10.157,0.168036206,0.003499316
314,8/17/2019,7:15:00 PM,0,1.5416,9.864,0.167200035,0.003439771
315,8/17/2019,7:30:00 PM,0,1.5298,9.565,0.165996766,0.003356472
316,8/17/2019,7:45:00 PM,0,1.5407,9.391,0.16710826,0.003433319
317,8/17/2019,8:00:00 PM,0,1.5388,9.201,0.166914514,0.00341975
318,8/17/2019,8:15:00 PM,0,1.533,9.04,0.166323076,0.003378783
319,8/17/2019,8:30:00 PM,0,1.5349,8.902,0.166516823,0.003392129
320,8/17/2019,8:45:00 PM,0,1.5276,8.795,0.165772427,0.003341254
321,8/17/2019,9:00:00 PM,0,1.5329,8.695,0.166312879,0.003378083
322,8/17/2019,9:15:00 PM,0,1.5228,8.587,0.165282962,0.003308389
323,8/17/2019,9:30:00 PM,0,1.5202,8.475,0.165017834,0.003290782
324,8/17/2019,9:45:00 PM,0,1.5158,8.377,0.164569158,0.003261297
325,8/17/2019,10:00:00 PM,0,1.5381,8.302,0.166843133,0.00341477
326,8/17/2019,10:15:00 PM,0,1.5172,8.218,0.164711918,0.003270636
327,8/17/2019,10:30:00 PM,0,1.5248,8.125,0.165486906,0.003322026
328,8/17/2019,10:45:00 PM,0,1.5218,8.047,0.16518099,0.003301601
329,8/17/2019,11:00:00 PM,0,1.5167,7.982,0.164660932,0.003267297
330,8/17/2019,11:15:00 PM,0,1.5184,7.915,0.164834285,0.003278673
331,8/17/2019,11:30:00 PM,0,1.5308,7.855,0.166098738,0.003363422
332,8/17/2019,11:45:00 PM,0,1.5216,7.802,0.165160595,0.003300246
333,8/18/2019,12:00:00 AM,0,1.5277,7.751,0.165782624,0.003341943
334,8/18/2019,12:15:00 AM,0,1.5227,7.701,0.165272764,0.003307709
335,8/18/2019,12:30:00 AM,0,1.5269,7.647,0.165701047,0.003336432
336,8/18/2019,12:45:00 AM,0,1.5287,7.599,0.165884596,0.003348851
337,8/18/2019,1:00:00 AM,0,1.5265,7.543,0.165660258,0.003333681
338,8/18/2019,1:15:00 AM,0,1.5321,7.477,0.166231301,0.003372487
339,8/18/2019,1:30:00 AM,0,1.5299,7.407,0.166006963,0.003357166
340,8/18/2019,1:45:00 AM,0,1.5281,7.335,0.165823413,0.003344704
