"Plot Title: DO_06"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10718405, SEN S/N: 10718405)","Temp, °C (LGR S/N: 10718405, SEN S/N: 10718405)","Expired Sensor Cap (LGR S/N: 10718405)","Coupler Attached (LGR S/N: 10718405)","Host Connected (LGR S/N: 10718405)","Stopped (LGR S/N: 10718405)","End Of File (LGR S/N: 10718405)"
9662,11/04/22 04:00:00 AM,-888.88,-888.88,,,,,
9663,11/04/22 04:15:00 AM,-888.88,-888.88,,,,,
9664,11/04/22 04:30:00 AM,-888.88,-888.88,,,,,
9665,11/04/22 04:45:00 AM,-888.88,-888.88,,,,,
9666,11/04/22 05:00:00 AM,-888.88,-888.88,,,,,
9667,11/04/22 05:15:00 AM,-888.88,-888.88,,,,,
9668,11/04/22 05:30:00 AM,-888.88,-888.88,,,,,
9669,11/04/22 05:45:00 AM,-888.88,-888.88,,,,,
9670,11/04/22 06:00:00 AM,-888.88,-888.88,,,,,
9671,11/04/22 06:15:00 AM,-888.88,-888.88,,,,,
9672,11/04/22 06:30:00 AM,-888.88,-888.88,,,,,
9673,11/04/22 06:45:00 AM,-888.88,-888.88,,,,,
9674,11/04/22 07:00:00 AM,-888.88,-888.88,,,,,
9675,11/04/22 07:15:00 AM,-888.88,-888.88,,,,,
9676,11/04/22 07:30:00 AM,-888.88,-888.88,,,,,
9677,11/04/22 07:45:00 AM,-888.88,-888.88,,,,,
9678,11/04/22 08:00:00 AM,-888.88,-888.88,,,,,
9679,11/04/22 08:15:00 AM,-888.88,-888.88,,,,,
9680,11/04/22 08:30:00 AM,-888.88,-888.88,,,,,
9681,11/04/22 08:45:00 AM,-888.88,-888.88,,,,,
9682,11/04/22 09:00:00 AM,-888.88,-888.88,,,,,
9683,11/04/22 09:15:00 AM,-888.88,-888.88,,,,,
9684,11/04/22 09:30:00 AM,-888.88,-888.88,,,,,
9685,11/04/22 09:45:00 AM,-888.88,-888.88,,,,,
9686,11/04/22 10:00:00 AM,-888.88,-888.88,,,,,
9687,11/04/22 10:15:00 AM,-888.88,-888.88,,,,,
9688,11/04/22 10:30:00 AM,-888.88,-888.88,,,,,
9689,11/04/22 10:45:00 AM,-888.88,-888.88,,,,,
9690,11/04/22 11:00:00 AM,-888.88,-888.88,,,,,
9691,11/04/22 11:15:00 AM,-888.88,-888.88,,,,,
9692,11/04/22 11:30:00 AM,-888.88,-888.88,,,,,
9693,11/04/22 11:45:00 AM,-888.88,-888.88,,,,,
9694,11/04/22 12:00:00 PM,-888.88,-888.88,,,,,
9695,11/04/22 12:15:00 PM,-888.88,-888.88,,,,,
9696,11/04/22 12:30:00 PM,-888.88,-888.88,,,,,
9697,11/04/22 12:45:00 PM,-888.88,-888.88,,,,,
9698,11/04/22 01:00:00 PM,-888.88,-888.88,,,,,
9699,11/04/22 01:15:00 PM,-888.88,-888.88,,,,,
9700,11/04/22 01:30:00 PM,-888.88,-888.88,,,,,
9701,11/04/22 01:45:00 PM,-888.88,-888.88,,,,,
9702,11/04/22 02:00:00 PM,-888.88,-888.88,,,,,
9703,11/04/22 02:15:00 PM,-888.88,-888.88,,,,,
9704,11/04/22 02:30:00 PM,-888.88,-888.88,,,,,
9705,11/04/22 02:45:00 PM,-888.88,-888.88,,,,,
9706,11/04/22 03:00:00 PM,-888.88,-888.88,,,,,
9707,11/04/22 03:15:00 PM,-888.88,-888.88,,,,,
9708,11/04/22 03:30:00 PM,-888.88,-888.88,,,,,
9709,11/04/22 03:45:00 PM,-888.88,-888.88,,,,,
9710,11/04/22 04:00:00 PM,-888.88,-888.88,,,,,
9711,11/04/22 04:15:00 PM,-888.88,-888.88,,,,,
9712,11/04/22 04:30:00 PM,-888.88,-888.88,,,,,
9713,11/04/22 04:45:00 PM,-888.88,-888.88,,,,,
9714,11/04/22 05:00:00 PM,-888.88,-888.88,,,,,
9715,11/04/22 05:15:00 PM,-888.88,-888.88,,,,,
9716,11/04/22 05:30:00 PM,-888.88,-888.88,,,,,
9717,11/04/22 05:45:00 PM,-888.88,-888.88,,,,,
9718,11/04/22 06:00:00 PM,-888.88,-888.88,,,,,
9719,11/04/22 06:15:00 PM,-888.88,-888.88,,,,,
9720,11/04/22 06:30:00 PM,-888.88,-888.88,,,,,
9721,11/04/22 06:45:00 PM,-888.88,-888.88,,,,,
9722,11/04/22 07:00:00 PM,-888.88,-888.88,,,,,
9723,11/04/22 07:15:00 PM,-888.88,-888.88,,,,,
9724,11/04/22 07:30:00 PM,-888.88,-888.88,,,,,
9725,11/04/22 07:45:00 PM,-888.88,-888.88,,,,,
9726,11/04/22 08:00:00 PM,-888.88,-888.88,,,,,
9727,11/04/22 08:15:00 PM,-888.88,-888.88,,,,,
9728,11/04/22 08:30:00 PM,-888.88,-888.88,,,,,
9729,11/04/22 08:45:00 PM,-888.88,-888.88,,,,,
9730,11/04/22 09:00:00 PM,-888.88,-888.88,,,,,
9731,11/04/22 09:15:00 PM,-888.88,-888.88,,,,,
9732,11/04/22 09:30:00 PM,-888.88,-888.88,,,,,
9733,11/04/22 09:45:00 PM,-888.88,-888.88,,,,,
9734,11/04/22 10:00:00 PM,-888.88,-888.88,,,,,
9735,11/04/22 10:15:00 PM,-888.88,-888.88,,,,,
9736,11/04/22 10:30:00 PM,-888.88,-888.88,,,,,
9737,11/04/22 10:45:00 PM,-888.88,-888.88,,,,,
9738,11/04/22 11:00:00 PM,-888.88,-888.88,,,,,
9739,11/04/22 11:15:00 PM,-888.88,-888.88,,,,,
9740,11/04/22 11:30:00 PM,-888.88,-888.88,,,,,
9741,11/04/22 11:45:00 PM,-888.88,-888.88,,,,,
9742,11/05/22 12:00:00 AM,-888.88,-888.88,,,,,
9743,11/05/22 12:15:00 AM,-888.88,-888.88,,,,,
9744,11/05/22 12:30:00 AM,-888.88,-888.88,,,,,
9745,11/05/22 12:45:00 AM,-888.88,-888.88,,,,,
9746,11/05/22 01:00:00 AM,-888.88,-888.88,,,,,
9747,11/05/22 01:15:00 AM,-888.88,-888.88,,,,,
9748,11/05/22 01:30:00 AM,-888.88,-888.88,,,,,
9749,11/05/22 01:45:00 AM,-888.88,-888.88,,,,,
9750,11/05/22 02:00:00 AM,-888.88,-888.88,,,,,
9751,11/05/22 02:15:00 AM,-888.88,-888.88,,,,,
9752,11/05/22 02:30:00 AM,-888.88,-888.88,,,,,
9753,11/05/22 02:45:00 AM,-888.88,-888.88,,,,,
9754,11/05/22 03:00:00 AM,-888.88,-888.88,,,,,
9755,11/05/22 03:15:00 AM,-888.88,-888.88,,,,,
9756,11/05/22 03:30:00 AM,-888.88,-888.88,,,,,
9757,11/05/22 03:45:00 AM,-888.88,-888.88,,,,,
9758,11/05/22 04:00:00 AM,-888.88,-888.88,,,,,
9759,11/05/22 04:15:00 AM,-888.88,-888.88,,,,,
9760,11/05/22 04:30:00 AM,-888.88,-888.88,,,,,
9761,11/05/22 04:45:00 AM,-888.88,-888.88,,,,,
9762,11/05/22 05:00:00 AM,-888.88,-888.88,,,,,
9763,11/05/22 05:15:00 AM,-888.88,-888.88,,,,,
9764,11/05/22 05:30:00 AM,-888.88,-888.88,,,,,
9765,11/05/22 05:45:00 AM,-888.88,-888.88,,,,,
9766,11/05/22 06:00:00 AM,-888.88,-888.88,,,,,
9767,11/05/22 06:15:00 AM,-888.88,-888.88,,,,,
9768,11/05/22 06:30:00 AM,-888.88,-888.88,,,,,
9769,11/05/22 06:45:00 AM,-888.88,-888.88,,,,,
9770,11/05/22 07:00:00 AM,-888.88,-888.88,,,,,
9771,11/05/22 07:15:00 AM,-888.88,-888.88,,,,,
9772,11/05/22 07:30:00 AM,-888.88,-888.88,,,,,
9773,11/05/22 07:45:00 AM,-888.88,-888.88,,,,,
9774,11/05/22 08:00:00 AM,-888.88,-888.88,,,,,
9775,11/05/22 08:15:00 AM,-888.88,-888.88,,,,,
9776,11/05/22 08:30:00 AM,-888.88,-888.88,,,,,
9777,11/05/22 08:45:00 AM,-888.88,-888.88,,,,,
9778,11/05/22 09:00:00 AM,-888.88,-888.88,,,,,
9779,11/05/22 09:15:00 AM,-888.88,-888.88,,,,,
9780,11/05/22 09:30:00 AM,-888.88,-888.88,,,,,
9781,11/05/22 09:45:00 AM,-888.88,-888.88,,,,,
9782,11/05/22 10:00:00 AM,-888.88,-888.88,,,,,
9783,11/05/22 10:15:00 AM,-888.88,-888.88,,,,,
9784,11/05/22 10:30:00 AM,-888.88,-888.88,,,,,
9785,11/05/22 10:45:00 AM,-888.88,-888.88,,,,,
9786,11/05/22 11:00:00 AM,-888.88,-888.88,,,,,
9787,11/05/22 11:15:00 AM,-888.88,-888.88,,,,,
9788,11/05/22 11:30:00 AM,-888.88,-888.88,,,,,
9789,11/05/22 11:45:00 AM,-888.88,-888.88,,,,,
9790,11/05/22 12:00:00 PM,-888.88,-888.88,,,,,
9791,11/05/22 12:15:00 PM,-888.88,-888.88,,,,,
9792,11/05/22 12:30:00 PM,-888.88,-888.88,,,,,
9793,11/05/22 12:45:00 PM,-888.88,-888.88,,,,,
9794,11/05/22 01:00:00 PM,-888.88,-888.88,,,,,
9795,11/05/22 01:15:00 PM,-888.88,-888.88,,,,,
9796,11/05/22 01:30:00 PM,-888.88,-888.88,,,,,
9797,11/05/22 01:45:00 PM,-888.88,-888.88,,,,,
9798,11/05/22 02:00:00 PM,-888.88,-888.88,,,,,
9799,11/05/22 02:15:00 PM,-888.88,-888.88,,,,,
9800,11/05/22 02:30:00 PM,-888.88,-888.88,,,,,
9801,11/05/22 02:45:00 PM,-888.88,-888.88,,,,,
9802,11/05/22 03:00:00 PM,-888.88,-888.88,,,,,
9803,11/05/22 03:15:00 PM,-888.88,-888.88,,,,,
9804,11/05/22 03:30:00 PM,-888.88,-888.88,,,,,
9805,11/05/22 03:45:00 PM,-888.88,-888.88,,,,,
9806,11/05/22 04:00:00 PM,-888.88,-888.88,,,,,
9807,11/05/22 04:15:00 PM,-888.88,-888.88,,,,,
9808,11/05/22 04:30:00 PM,-888.88,-888.88,,,,,
9809,11/05/22 04:45:00 PM,-888.88,-888.88,,,,,
9810,11/05/22 05:00:00 PM,-888.88,-888.88,,,,,
9811,11/05/22 05:15:00 PM,-888.88,-888.88,,,,,
9812,11/05/22 05:30:00 PM,-888.88,-888.88,,,,,
9813,11/05/22 05:45:00 PM,-888.88,-888.88,,,,,
9814,11/05/22 06:00:00 PM,-888.88,-888.88,,,,,
9815,11/05/22 06:15:00 PM,-888.88,-888.88,,,,,
9816,11/05/22 06:30:00 PM,-888.88,-888.88,,,,,
9817,11/05/22 06:45:00 PM,-888.88,-888.88,,,,,
9818,11/05/22 07:00:00 PM,-888.88,-888.88,,,,,
9819,11/05/22 07:15:00 PM,-888.88,-888.88,,,,,
9820,11/05/22 07:30:00 PM,-888.88,-888.88,,,,,
9821,11/05/22 07:45:00 PM,-888.88,-888.88,,,,,
9822,11/05/22 08:00:00 PM,-888.88,-888.88,,,,,
9823,11/05/22 08:15:00 PM,-888.88,-888.88,,,,,
9824,11/05/22 08:30:00 PM,-888.88,-888.88,,,,,
9825,11/05/22 08:45:00 PM,-888.88,-888.88,,,,,
9826,11/05/22 09:00:00 PM,-888.88,-888.88,,,,,
9827,11/05/22 09:15:00 PM,-888.88,-888.88,,,,,
9828,11/05/22 09:30:00 PM,-888.88,-888.88,,,,,
9829,11/05/22 09:45:00 PM,-888.88,-888.88,,,,,
9830,11/05/22 10:00:00 PM,-888.88,-888.88,,,,,
9831,11/05/22 10:15:00 PM,-888.88,-888.88,,,,,
9832,11/05/22 10:30:00 PM,-888.88,-888.88,,,,,
9833,11/05/22 10:45:00 PM,-888.88,-888.88,,,,,
9834,11/05/22 11:00:00 PM,-888.88,-888.88,,,,,
9835,11/05/22 11:15:00 PM,-888.88,-888.88,,,,,
9836,11/05/22 11:30:00 PM,-888.88,-888.88,,,,,
9837,11/05/22 11:45:00 PM,-888.88,-888.88,,,,,
9838,11/06/22 12:00:00 AM,-888.88,-888.88,,,,,
9839,11/06/22 12:15:00 AM,-888.88,-888.88,,,,,
9840,11/06/22 12:30:00 AM,-888.88,-888.88,,,,,
9841,11/06/22 12:45:00 AM,-888.88,-888.88,,,,,
9842,11/06/22 01:00:00 AM,-888.88,-888.88,,,,,
9843,11/06/22 01:15:00 AM,-888.88,-888.88,,,,,
9844,11/06/22 01:30:00 AM,-888.88,-888.88,,,,,
9845,11/06/22 01:45:00 AM,-888.88,-888.88,,,,,
9846,11/06/22 02:00:00 AM,-888.88,-888.88,,,,,
9847,11/06/22 02:15:00 AM,-888.88,-888.88,,,,,
9848,11/06/22 02:30:00 AM,-888.88,-888.88,,,,,
9849,11/06/22 02:45:00 AM,-888.88,-888.88,,,,,
9850,11/06/22 03:00:00 AM,-888.88,-888.88,,,,,
9851,11/06/22 03:15:00 AM,-888.88,-888.88,,,,,
9852,11/06/22 03:30:00 AM,-888.88,-888.88,,,,,
9853,11/06/22 03:45:00 AM,-888.88,-888.88,,,,,
9854,11/06/22 04:00:00 AM,-888.88,-888.88,,,,,
9855,11/06/22 04:15:00 AM,-888.88,-888.88,,,,,
9856,11/06/22 04:30:00 AM,-888.88,-888.88,,,,,
9857,11/06/22 04:45:00 AM,-888.88,-888.88,,,,,
9858,11/06/22 05:00:00 AM,-888.88,-888.88,,,,,
9859,11/06/22 05:15:00 AM,-888.88,-888.88,,,,,
9860,11/06/22 05:30:00 AM,-888.88,-888.88,,,,,
9861,11/06/22 05:45:00 AM,-888.88,-888.88,,,,,
9862,11/06/22 06:00:00 AM,-888.88,-888.88,,,,,
9863,11/06/22 06:15:00 AM,-888.88,-888.88,,,,,
9864,11/06/22 06:30:00 AM,-888.88,-888.88,,,,,
9865,11/06/22 06:45:00 AM,-888.88,-888.88,,,,,
9866,11/06/22 07:00:00 AM,-888.88,-888.88,,,,,
9867,11/06/22 07:15:00 AM,-888.88,-888.88,,,,,
9868,11/06/22 07:30:00 AM,-888.88,-888.88,,,,,
9869,11/06/22 07:45:00 AM,-888.88,-888.88,,,,,
9870,11/06/22 08:00:00 AM,-888.88,-888.88,,,,,
9871,11/06/22 08:15:00 AM,-888.88,-888.88,,,,,
9872,11/06/22 08:30:00 AM,-888.88,-888.88,,,,,
9873,11/06/22 08:45:00 AM,-888.88,-888.88,,,,,
9874,11/06/22 09:00:00 AM,-888.88,-888.88,,,,,
9875,11/06/22 09:15:00 AM,-888.88,-888.88,,,,,
9876,11/06/22 09:30:00 AM,-888.88,-888.88,,,,,
9877,11/06/22 09:45:00 AM,-888.88,-888.88,,,,,
9878,11/06/22 10:00:00 AM,-888.88,-888.88,,,,,
9879,11/06/22 10:15:00 AM,-888.88,-888.88,,,,,
9880,11/06/22 10:30:00 AM,-888.88,-888.88,,,,,
9881,11/06/22 10:45:00 AM,-888.88,-888.88,,,,,
9882,11/06/22 11:00:00 AM,-888.88,-888.88,,,,,
9883,11/06/22 11:15:00 AM,-888.88,-888.88,,,,,
9884,11/06/22 11:30:00 AM,-888.88,-888.88,,,,,
9885,11/06/22 11:45:00 AM,-888.88,-888.88,,,,,
9886,11/06/22 12:00:00 PM,-888.88,-888.88,,,,,
9887,11/06/22 12:15:00 PM,-888.88,-888.88,,,,,
9888,11/06/22 12:30:00 PM,-888.88,-888.88,,,,,
9889,11/06/22 12:45:00 PM,-888.88,-888.88,,,,,
9890,11/06/22 01:00:00 PM,-888.88,-888.88,,,,,
9891,11/06/22 01:15:00 PM,-888.88,-888.88,,,,,
9892,11/06/22 01:30:00 PM,-888.88,-888.88,,,,,
9893,11/06/22 01:45:00 PM,-888.88,-888.88,,,,,
9894,11/06/22 02:00:00 PM,-888.88,-888.88,,,,,
9895,11/06/22 02:15:00 PM,-888.88,-888.88,,,,,
9896,11/06/22 02:30:00 PM,-888.88,-888.88,,,,,
9897,11/06/22 02:45:00 PM,-888.88,-888.88,,,,,
9898,11/06/22 03:00:00 PM,-888.88,-888.88,,,,,
9899,11/06/22 03:15:00 PM,-888.88,-888.88,,,,,
9900,11/06/22 03:30:00 PM,-888.88,-888.88,,,,,
9901,11/06/22 03:45:00 PM,-888.88,-888.88,,,,,
9902,11/06/22 04:00:00 PM,-888.88,-888.88,,,,,
9903,11/06/22 04:15:00 PM,-888.88,-888.88,,,,,
9904,11/06/22 04:30:00 PM,-888.88,-888.88,,,,,
9905,11/06/22 04:45:00 PM,-888.88,-888.88,,,,,
9906,11/06/22 05:00:00 PM,-888.88,-888.88,,,,,
9907,11/06/22 05:15:00 PM,-888.88,-888.88,,,,,
9908,11/06/22 05:30:00 PM,-888.88,-888.88,,,,,
9909,11/06/22 05:45:00 PM,-888.88,-888.88,,,,,
9910,11/06/22 06:00:00 PM,-888.88,-888.88,,,,,
9911,11/06/22 06:15:00 PM,-888.88,-888.88,,,,,
9912,11/06/22 06:30:00 PM,-888.88,-888.88,,,,,
9913,11/06/22 06:45:00 PM,-888.88,-888.88,,,,,
9914,11/06/22 07:00:00 PM,-888.88,-888.88,,,,,
9915,11/06/22 07:15:00 PM,-888.88,-888.88,,,,,
9916,11/06/22 07:30:00 PM,-888.88,-888.88,,,,,
9917,11/06/22 07:45:00 PM,-888.88,-888.88,,,,,
9918,11/06/22 08:00:00 PM,-888.88,-888.88,,,,,
9919,11/06/22 08:15:00 PM,-888.88,-888.88,,,,,
9920,11/06/22 08:30:00 PM,-888.88,-888.88,,,,,
9921,11/06/22 08:45:00 PM,-888.88,-888.88,,,,,
9922,11/06/22 09:00:00 PM,-888.88,-888.88,,,,,
9923,11/06/22 09:15:00 PM,-888.88,-888.88,,,,,
9924,11/06/22 09:30:00 PM,-888.88,-888.88,,,,,
9925,11/06/22 09:45:00 PM,-888.88,-888.88,,,,,
9926,11/06/22 10:00:00 PM,-888.88,-888.88,,,,,
9927,11/06/22 10:15:00 PM,-888.88,-888.88,,,,,
9928,11/06/22 10:30:00 PM,-888.88,-888.88,,,,,
9929,11/06/22 10:45:00 PM,-888.88,-888.88,,,,,
9930,11/06/22 11:00:00 PM,-888.88,-888.88,,,,,
9931,11/06/22 11:15:00 PM,-888.88,-888.88,,,,,
9932,11/06/22 11:30:00 PM,-888.88,-888.88,,,,,
9933,11/06/22 11:45:00 PM,-888.88,-888.88,,,,,
9934,11/07/22 12:00:00 AM,-888.88,-888.88,,,,,
9935,11/07/22 12:15:00 AM,-888.88,-888.88,,,,,
9936,11/07/22 12:30:00 AM,-888.88,-888.88,,,,,
9937,11/07/22 12:45:00 AM,-888.88,-888.88,,,,,
9938,11/07/22 01:00:00 AM,-888.88,-888.88,,,,,
9939,11/07/22 01:15:00 AM,-888.88,-888.88,,,,,
9940,11/07/22 01:30:00 AM,-888.88,-888.88,,,,,
9941,11/07/22 01:45:00 AM,-888.88,-888.88,,,,,
9942,11/07/22 02:00:00 AM,-888.88,-888.88,,,,,
9943,11/07/22 02:15:00 AM,-888.88,-888.88,,,,,
9944,11/07/22 02:30:00 AM,-888.88,-888.88,,,,,
9945,11/07/22 02:45:00 AM,-888.88,-888.88,,,,,
9946,11/07/22 03:00:00 AM,-888.88,-888.88,,,,,
9947,11/07/22 03:15:00 AM,-888.88,-888.88,,,,,
9948,11/07/22 03:30:00 AM,-888.88,-888.88,,,,,
9949,11/07/22 03:45:00 AM,-888.88,-888.88,,,,,
9950,11/07/22 04:00:00 AM,-888.88,-888.88,,,,,
9951,11/07/22 04:15:00 AM,-888.88,-888.88,,,,,
9952,11/07/22 04:30:00 AM,-888.88,-888.88,,,,,
9953,11/07/22 04:45:00 AM,-888.88,-888.88,,,,,
9954,11/07/22 05:00:00 AM,-888.88,-888.88,,,,,
9955,11/07/22 05:15:00 AM,-888.88,-888.88,,,,,
9956,11/07/22 05:30:00 AM,-888.88,-888.88,,,,,
9957,11/07/22 05:45:00 AM,-888.88,-888.88,,,,,
9958,11/07/22 06:00:00 AM,-888.88,-888.88,,,,,
9959,11/07/22 06:15:00 AM,-888.88,-888.88,,,,,
9960,11/07/22 06:30:00 AM,-888.88,-888.88,,,,,
9961,11/07/22 06:45:00 AM,-888.88,-888.88,,,,,
9962,11/07/22 07:00:00 AM,-888.88,-888.88,,,,,
9963,11/07/22 07:15:00 AM,-888.88,-888.88,,,,,
9964,11/07/22 07:30:00 AM,-888.88,-888.88,,,,,
9965,11/07/22 07:45:00 AM,-888.88,-888.88,,,,,
9966,11/07/22 08:00:00 AM,-888.88,-888.88,,,,,
9967,11/07/22 08:15:00 AM,-888.88,-888.88,,,,,
9968,11/07/22 08:30:00 AM,-888.88,-888.88,,,,,
9969,11/07/22 08:45:00 AM,-888.88,-888.88,,,,,
9970,11/07/22 09:00:00 AM,-888.88,-888.88,,,,,
9971,11/07/22 09:15:00 AM,-888.88,-888.88,,,,,
9972,11/07/22 09:30:00 AM,-888.88,-888.88,,,,,
9973,11/07/22 09:45:00 AM,-888.88,-888.88,,,,,
9974,11/07/22 10:00:00 AM,-888.88,-888.88,,,,,
9975,11/07/22 10:15:00 AM,-888.88,-888.88,,,,,
9976,11/07/22 10:30:00 AM,-888.88,-888.88,,,,,
9977,11/07/22 10:45:00 AM,-888.88,-888.88,,,,,
9978,11/07/22 11:00:00 AM,-888.88,-888.88,,,,,
9979,11/07/22 11:15:00 AM,-888.88,-888.88,,,,,
9980,11/07/22 11:30:00 AM,-888.88,-888.88,,,,,
9981,11/07/22 11:45:00 AM,-888.88,-888.88,,,,,
9982,11/07/22 12:00:00 PM,-888.88,-888.88,,,,,
9983,11/07/22 12:15:00 PM,-888.88,-888.88,,,,,
9984,11/07/22 12:30:00 PM,-888.88,-888.88,,,,,
9985,11/07/22 12:45:00 PM,-888.88,-888.88,,,,,
9986,11/07/22 01:00:00 PM,-888.88,-888.88,,,,,
9987,11/07/22 01:15:00 PM,-888.88,-888.88,,,,,
9988,11/07/22 01:30:00 PM,-888.88,-888.88,,,,,
9989,11/07/22 01:45:00 PM,-888.88,-888.88,,,,,
9990,11/07/22 02:00:00 PM,-888.88,-888.88,,,,,
9991,11/07/22 02:15:00 PM,-888.88,-888.88,,,,,
9992,11/07/22 02:30:00 PM,-888.88,-888.88,,,,,
9993,11/07/22 02:45:00 PM,-888.88,-888.88,,,,,
9994,11/07/22 03:00:00 PM,-888.88,-888.88,,,,,
9995,11/07/22 03:15:00 PM,-888.88,-888.88,,,,,
9996,11/07/22 03:30:00 PM,-888.88,-888.88,,,,,
9997,11/07/22 03:45:00 PM,-888.88,-888.88,,,,,
9998,11/07/22 04:00:00 PM,-888.88,-888.88,,,,,
9999,11/07/22 04:15:00 PM,-888.88,-888.88,,,,,
10000,11/07/22 04:30:00 PM,-888.88,-888.88,,,,,
10001,11/07/22 04:45:00 PM,-888.88,-888.88,,,,,
10002,11/07/22 05:00:00 PM,-888.88,-888.88,,,,,
10003,11/07/22 05:15:00 PM,-888.88,-888.88,,,,,
10004,11/07/22 05:30:00 PM,-888.88,-888.88,,,,,
10005,11/07/22 05:45:00 PM,-888.88,-888.88,,,,,
10006,11/07/22 06:00:00 PM,-888.88,-888.88,,,,,
10007,11/07/22 06:15:00 PM,-888.88,-888.88,,,,,
10008,11/07/22 06:30:00 PM,-888.88,-888.88,,,,,
10009,11/07/22 06:45:00 PM,-888.88,-888.88,,,,,
10010,11/07/22 07:00:00 PM,-888.88,-888.88,,,,,
10011,11/07/22 07:15:00 PM,-888.88,-888.88,,,,,
10012,11/07/22 07:30:00 PM,-888.88,-888.88,,,,,
10013,11/07/22 07:45:00 PM,-888.88,-888.88,,,,,
10014,11/07/22 08:00:00 PM,-888.88,-888.88,,,,,
10015,11/07/22 08:15:00 PM,-888.88,-888.88,,,,,
10016,11/07/22 08:30:00 PM,-888.88,-888.88,,,,,
10017,11/07/22 08:45:00 PM,-888.88,-888.88,,,,,
10018,11/07/22 09:00:00 PM,-888.88,-888.88,,,,,
10019,11/07/22 09:15:00 PM,-888.88,-888.88,,,,,
10020,11/07/22 09:30:00 PM,-888.88,-888.88,,,,,
10021,11/07/22 09:45:00 PM,-888.88,-888.88,,,,,
10022,11/07/22 10:00:00 PM,-888.88,-888.88,,,,,
10023,11/07/22 10:15:00 PM,-888.88,-888.88,,,,,
10024,11/07/22 10:30:00 PM,-888.88,-888.88,,,,,
10025,11/07/22 10:45:00 PM,-888.88,-888.88,,,,,
10026,11/07/22 11:00:00 PM,-888.88,-888.88,,,,,
10027,11/07/22 11:15:00 PM,-888.88,-888.88,,,,,
10028,11/07/22 11:30:00 PM,-888.88,-888.88,,,,,
10029,11/07/22 11:45:00 PM,-888.88,-888.88,,,,,
10030,11/08/22 12:00:00 AM,-888.88,-888.88,,,,,
10031,11/08/22 12:15:00 AM,-888.88,-888.88,,,,,
10032,11/08/22 12:30:00 AM,-888.88,-888.88,,,,,
10033,11/08/22 12:45:00 AM,-888.88,-888.88,,,,,
10034,11/08/22 01:00:00 AM,-888.88,-888.88,,,,,
10035,11/08/22 01:15:00 AM,-888.88,-888.88,,,,,
10036,11/08/22 01:30:00 AM,-888.88,-888.88,,,,,
10037,11/08/22 01:45:00 AM,-888.88,-888.88,,,,,
10038,11/08/22 02:00:00 AM,-888.88,-888.88,,,,,
10039,11/08/22 02:15:00 AM,-888.88,-888.88,,,,,
10040,11/08/22 02:30:00 AM,-888.88,-888.88,,,,,
10041,11/08/22 02:45:00 AM,-888.88,-888.88,,,,,
10042,11/08/22 03:00:00 AM,-888.88,-888.88,,,,,
10043,11/08/22 03:15:00 AM,-888.88,-888.88,,,,,
10044,11/08/22 03:30:00 AM,-888.88,-888.88,,,,,
10045,11/08/22 03:45:00 AM,-888.88,-888.88,,,,,
10046,11/08/22 04:00:00 AM,-888.88,-888.88,,,,,
10047,11/08/22 04:15:00 AM,-888.88,-888.88,,,,,
10048,11/08/22 04:30:00 AM,-888.88,-888.88,,,,,
10049,11/08/22 04:45:00 AM,-888.88,-888.88,,,,,
10050,11/08/22 05:00:00 AM,-888.88,-888.88,,,,,
10051,11/08/22 05:15:00 AM,-888.88,-888.88,,,,,
10052,11/08/22 05:30:00 AM,-888.88,-888.88,,,,,
10053,11/08/22 05:45:00 AM,-888.88,-888.88,,,,,
10054,11/08/22 06:00:00 AM,-888.88,-888.88,,,,,
10055,11/08/22 06:15:00 AM,-888.88,-888.88,,,,,
10056,11/08/22 06:30:00 AM,-888.88,-888.88,,,,,
10057,11/08/22 06:45:00 AM,-888.88,-888.88,,,,,
10058,11/08/22 07:00:00 AM,-888.88,-888.88,,,,,
10059,11/08/22 07:15:00 AM,-888.88,-888.88,,,,,
10060,11/08/22 07:30:00 AM,-888.88,-888.88,,,,,
10061,11/08/22 07:45:00 AM,-888.88,-888.88,,,,,
10062,11/08/22 08:00:00 AM,-888.88,-888.88,,,,,
10063,11/08/22 08:15:00 AM,-888.88,-888.88,,,,,
10064,11/08/22 08:30:00 AM,-888.88,-888.88,,,,,
10065,11/08/22 08:45:00 AM,-888.88,-888.88,,,,,
10066,11/08/22 09:00:00 AM,-888.88,-888.88,,,,,
10067,11/08/22 09:15:00 AM,-888.88,-888.88,,,,,
10068,11/08/22 09:30:00 AM,-888.88,-888.88,,,,,
10069,11/08/22 09:45:00 AM,-888.88,-888.88,,,,,
10070,11/08/22 10:00:00 AM,-888.88,-888.88,,,,,
10071,11/08/22 10:15:00 AM,-888.88,-888.88,,,,,
10072,11/08/22 10:30:00 AM,-888.88,-888.88,,,,,
10073,11/08/22 10:45:00 AM,-888.88,-888.88,,,,,
10074,11/08/22 11:00:00 AM,-888.88,-888.88,,,,,
10075,11/08/22 11:15:00 AM,-888.88,-888.88,,,,,
10076,11/08/22 11:30:00 AM,-888.88,-888.88,,,,,
10077,11/08/22 11:45:00 AM,-888.88,-888.88,,,,,
10078,11/08/22 12:00:00 PM,-888.88,-888.88,,,,,
10079,11/08/22 12:15:00 PM,-888.88,-888.88,,,,,
