Serial_number:
2020431
Project ID:

Location:
AcrossFromLake_Lower
AcrossFromLake_Lower
UNIT: kPa
Offset: 0.000000 kPa
TEMPERATURE
UNIT: °C
Date,Time,ms,AcrossFromLake_Lower,TEMPERATURE
3/18/2022,03:15:00 pm,0,69.9861,6.670
3/18/2022,03:30:00 pm,0,69.9810,6.676
3/18/2022,03:45:00 pm,0,69.9722,6.679
3/18/2022,04:00:00 pm,0,69.9577,6.683
3/18/2022,04:15:00 pm,0,69.9571,6.686
3/18/2022,04:30:00 pm,0,69.9520,6.691
3/18/2022,04:45:00 pm,0,69.9453,6.695
3/18/2022,05:00:00 pm,0,69.9491,6.700
3/18/2022,05:15:00 pm,0,69.9578,6.705
3/18/2022,05:30:00 pm,0,69.9587,6.710
3/18/2022,05:45:00 pm,0,69.9594,6.715
3/18/2022,06:00:00 pm,0,69.9588,6.717
3/18/2022,06:15:00 pm,0,69.9648,6.716
3/18/2022,06:30:00 pm,0,69.9768,6.724
3/18/2022,06:45:00 pm,0,69.9925,6.730
3/18/2022,07:00:00 pm,0,70.0033,6.733
3/18/2022,07:15:00 pm,0,70.0200,6.735
3/18/2022,07:30:00 pm,0,70.0278,6.738
3/18/2022,07:45:00 pm,0,70.0258,6.741
3/18/2022,08:00:00 pm,0,70.0377,6.746
3/18/2022,08:15:00 pm,0,70.0657,6.752
3/18/2022,08:30:00 pm,0,70.0805,6.757
3/18/2022,08:45:00 pm,0,70.0940,6.759
3/18/2022,09:00:00 pm,0,70.1023,6.764
3/18/2022,09:15:00 pm,0,70.1124,6.769
3/18/2022,09:30:00 pm,0,70.1174,6.763
3/18/2022,09:45:00 pm,0,70.1206,6.757
3/18/2022,10:00:00 pm,0,70.1278,6.753
3/18/2022,10:15:00 pm,0,70.1263,6.732
3/18/2022,10:30:00 pm,0,70.1258,6.722
3/18/2022,10:45:00 pm,0,70.1235,6.712
3/18/2022,11:00:00 pm,0,70.1175,6.707
3/18/2022,11:15:00 pm,0,70.1176,6.705
3/18/2022,11:30:00 pm,0,70.1089,6.700
3/18/2022,11:45:00 pm,0,70.1038,6.695
3/19/2022,12:00:00 am,0,70.0941,6.688
3/19/2022,12:15:00 am,0,70.0846,6.692
3/19/2022,12:30:00 am,0,70.0782,6.691
3/19/2022,12:45:00 am,0,70.0611,6.690
3/19/2022,01:00:00 am,0,70.0471,6.685
3/19/2022,01:15:00 am,0,70.0323,6.681
3/19/2022,01:30:00 am,0,70.0336,6.679
3/19/2022,01:45:00 am,0,70.0254,6.678
3/19/2022,02:00:00 am,0,70.0279,6.676
3/19/2022,02:15:00 am,0,70.0210,6.677
3/19/2022,02:30:00 am,0,70.0035,6.667
3/19/2022,02:45:00 am,0,69.9868,6.659
3/19/2022,03:00:00 am,0,69.9778,6.654
3/19/2022,03:15:00 am,0,69.9710,6.654
3/19/2022,03:30:00 am,0,69.9677,6.655
3/19/2022,03:45:00 am,0,69.9749,6.655
3/19/2022,04:00:00 am,0,69.9732,6.647
3/19/2022,04:15:00 am,0,69.9708,6.643
3/19/2022,04:30:00 am,0,69.9739,6.637
3/19/2022,04:45:00 am,0,69.9746,6.635
3/19/2022,05:00:00 am,0,69.9844,6.637
3/19/2022,05:15:00 am,0,69.9902,6.634
3/19/2022,05:30:00 am,0,69.9979,6.631
3/19/2022,05:45:00 am,0,70.0079,6.624
3/19/2022,06:00:00 am,0,70.0160,6.622
3/19/2022,06:15:00 am,0,70.0223,6.616
3/19/2022,06:30:00 am,0,70.0379,6.611
3/19/2022,06:45:00 am,0,70.0414,6.609
3/19/2022,07:00:00 am,0,70.0490,6.604
3/19/2022,07:15:00 am,0,70.0583,6.602
3/19/2022,07:30:00 am,0,70.0711,6.598
3/19/2022,07:45:00 am,0,70.0873,6.597
3/19/2022,08:00:00 am,0,70.1065,6.592
3/19/2022,08:15:00 am,0,70.1200,6.593
3/19/2022,08:30:00 am,0,70.1263,6.589
3/19/2022,08:45:00 am,0,70.1364,6.590
3/19/2022,09:00:00 am,0,70.1449,6.592
3/19/2022,09:15:00 am,0,70.1570,6.596
3/19/2022,09:30:00 am,0,70.1704,6.600
3/19/2022,09:45:00 am,0,70.1750,6.603
3/19/2022,10:00:00 am,0,70.1721,6.606
3/19/2022,10:15:00 am,0,70.1795,6.607
3/19/2022,10:30:00 am,0,70.1748,6.606
3/19/2022,10:45:00 am,0,70.1771,6.610
3/19/2022,11:00:00 am,0,70.1702,6.614
3/19/2022,11:15:00 am,0,70.1658,6.619
3/19/2022,11:30:00 am,0,70.1606,6.623
3/19/2022,11:45:00 am,0,70.1603,6.628
3/19/2022,12:00:00 pm,0,70.1543,6.633
3/19/2022,12:15:00 pm,0,70.1656,6.637
3/19/2022,12:30:00 pm,0,70.1902,6.641
3/19/2022,12:45:00 pm,0,70.2060,6.642
3/19/2022,01:00:00 pm,0,70.2117,6.643
3/19/2022,01:15:00 pm,0,70.2059,6.643
3/19/2022,01:30:00 pm,0,70.1930,6.646
3/19/2022,01:45:00 pm,0,70.1753,6.650
3/19/2022,02:00:00 pm,0,70.1562,6.654
3/19/2022,02:15:00 pm,0,70.1383,6.659
3/19/2022,02:30:00 pm,0,70.1226,6.664
3/19/2022,02:45:00 pm,0,70.1139,6.669
3/19/2022,03:00:00 pm,0,70.0986,6.675
3/19/2022,03:15:00 pm,0,70.0910,6.680
3/19/2022,03:30:00 pm,0,70.0805,6.685
3/19/2022,03:45:00 pm,0,70.0688,6.690
3/19/2022,04:00:00 pm,0,70.0606,6.695
3/19/2022,04:15:00 pm,0,70.0474,6.699
3/19/2022,04:30:00 pm,0,70.0415,6.706
3/19/2022,04:45:00 pm,0,70.0319,6.708
3/19/2022,05:00:00 pm,0,70.0300,6.710
3/19/2022,05:15:00 pm,0,70.0268,6.712
3/19/2022,05:30:00 pm,0,70.0309,6.716
3/19/2022,05:45:00 pm,0,70.0405,6.722
3/19/2022,06:00:00 pm,0,70.0405,6.727
3/19/2022,06:15:00 pm,0,70.0578,6.732
3/19/2022,06:30:00 pm,0,70.0698,6.739
3/19/2022,06:45:00 pm,0,70.0849,6.747
3/19/2022,07:00:00 pm,0,70.0901,6.738
3/19/2022,07:15:00 pm,0,70.0990,6.735
3/19/2022,07:30:00 pm,0,70.1140,6.737
3/19/2022,07:45:00 pm,0,70.1250,6.740
3/19/2022,08:00:00 pm,0,70.1255,6.740
3/19/2022,08:15:00 pm,0,70.1348,6.741
3/19/2022,08:30:00 pm,0,70.1490,6.742
3/19/2022,08:45:00 pm,0,70.1620,6.726
3/19/2022,09:00:00 pm,0,70.1812,6.720
3/19/2022,09:15:00 pm,0,70.1934,6.719
3/19/2022,09:30:00 pm,0,70.2023,6.720
3/19/2022,09:45:00 pm,0,70.2066,6.704
3/19/2022,10:00:00 pm,0,70.2089,6.693
3/19/2022,10:15:00 pm,0,70.2026,6.689
3/19/2022,10:30:00 pm,0,70.1985,6.693
3/19/2022,10:45:00 pm,0,70.2033,6.695
3/19/2022,11:00:00 pm,0,70.2042,6.690
3/19/2022,11:15:00 pm,0,70.1996,6.683
3/19/2022,11:30:00 pm,0,70.1893,6.672
3/19/2022,11:45:00 pm,0,70.1825,6.666
3/20/2022,12:00:00 am,0,70.1782,6.662
3/20/2022,12:15:00 am,0,70.1690,6.653
3/20/2022,12:30:00 am,0,70.1577,6.655
3/20/2022,12:45:00 am,0,70.1395,6.657
3/20/2022,01:00:00 am,0,70.1240,6.656
3/20/2022,01:15:00 am,0,70.1054,6.648
3/20/2022,01:30:00 am,0,70.0928,6.647
3/20/2022,01:45:00 am,0,70.0790,6.640
3/20/2022,02:00:00 am,0,70.0636,6.632
3/20/2022,02:15:00 am,0,70.0605,6.625
