Fecha,Valor,M‡ximo,M’nimo
2019-01-01 11:00:00,3.4,3.5,3.2
2019-01-01 11:05:00,3.22,3.3,3.1
2019-01-01 11:10:00,3.54,3.7,3.4
2019-01-01 11:15:00,4,4.5,3.6
2019-01-01 11:20:00,4.28,4.5,4.1
2019-01-01 11:25:00,4.42,4.5,4.3
2019-01-01 11:30:00,4.18,4.4,4
2019-01-01 11:35:00,4.34,4.6,4
2019-01-01 11:40:00,5.06,5.1,4.9
2019-01-01 11:45:00,5.06,5.3,4.8
2019-01-01 11:50:00,4.82,5.1,4.5
2019-01-01 11:55:00,4.88,5.1,4.7
2019-01-01 12:00:00,4.52,4.7,4.3
2019-01-01 12:05:00,5.02,5.7,4.6
2019-01-01 12:10:00,5.72,5.9,5.5
2019-01-01 12:15:00,5.54,5.8,5.3
2019-01-01 12:20:00,5.1,5.3,4.9
2019-01-01 12:25:00,5.38,5.6,5.2
2019-01-01 12:30:00,5.7,5.8,5.6
2019-01-01 12:35:00,5.7,6,5.4
2019-01-01 12:40:00,5.52,5.8,5.3
2019-01-01 12:45:00,5.66,5.7,5.5
2019-01-01 12:50:00,5.92,6.3,5.6
2019-01-01 12:55:00,6.64,6.9,6.3
2019-01-01 13:00:00,6.26,6.4,6.1
2019-01-01 13:05:00,6,6.2,5.8
2019-01-01 13:10:00,6.3,6.6,6.1
2019-01-01 13:15:00,6.66,7,6.5
2019-01-01 13:20:00,6.24,6.5,6
2019-01-01 13:25:00,6.42,6.7,6.1
2019-01-01 13:30:00,6.02,6.3,5.6
2019-01-01 13:35:00,6.44,6.7,6.2
2019-01-01 13:40:00,7.24,7.5,6.9
2019-01-01 13:45:00,6.72,7.5,6
2019-01-01 13:50:00,6.38,6.9,6
2019-01-01 13:55:00,6.12,6.6,5.8
2019-01-01 14:00:00,6.06,6.6,5.8
2019-01-01 14:05:00,6.68,6.8,6.5
2019-01-01 14:10:00,6.04,6.4,5.6
2019-01-01 14:15:00,5.84,5.9,5.7
2019-01-01 14:20:00,5.64,5.8,5.5
2019-01-01 14:25:00,5.54,5.7,5.4
2019-01-01 14:30:00,4.98,5.2,4.8
2019-01-01 14:35:00,4.78,4.9,4.6
2019-01-01 14:40:00,4.02,4.3,3.8
2019-01-01 14:45:00,3.64,3.7,3.6
2019-01-01 14:50:00,3.46,3.6,3.4
2019-01-01 14:55:00,3.32,3.4,3.3
2019-01-01 15:00:00,3.36,3.4,3.3
2019-01-01 15:05:00,3.46,3.5,3.4
2019-01-01 15:10:00,3.56,3.6,3.5
2019-01-01 15:15:00,3.62,3.7,3.5
2019-01-01 15:20:00,3.84,4,3.7
2019-01-01 15:25:00,3.96,4,3.9
2019-01-01 15:30:00,4.24,4.4,4
2019-01-01 15:35:00,4.3,4.4,4.2
2019-01-01 15:40:00,4.02,4.2,3.9
2019-01-01 15:45:00,3.74,3.8,3.7
2019-01-01 15:50:00,3.78,3.8,3.7
2019-01-01 15:55:00,3.8,3.8,3.8
2019-01-01 16:00:00,3.92,4,3.9
2019-01-01 16:05:00,3.8,3.8,3.8
2019-01-01 16:10:00,3.96,4.1,3.8
2019-01-01 16:15:00,3.96,4,3.9
2019-01-01 16:20:00,3.98,4,3.9
2019-01-01 16:25:00,4.04,4.1,4
2019-01-01 16:30:00,3.96,4,3.9
2019-01-01 16:35:00,3.84,3.9,3.8
2019-01-01 16:40:00,3.7,3.7,3.7
2019-01-01 16:45:00,3.66,3.7,3.6
2019-01-01 16:50:00,3.6,3.6,3.6
2019-01-01 16:55:00,3.62,3.7,3.6
2019-01-01 17:00:00,3.56,3.6,3.5
2019-01-01 17:05:00,3.5,3.5,3.5
2019-01-01 17:10:00,3.5,3.5,3.5
2019-01-01 17:15:00,3.5,3.5,3.5
2019-01-01 17:20:00,3.52,3.6,3.5
2019-01-01 17:25:00,3.5,3.5,3.5
2019-01-01 17:30:00,3.42,3.5,3.4
2019-01-01 17:35:00,3.38,3.4,3.3
2019-01-01 17:40:00,3.3,3.3,3.3
2019-01-01 17:45:00,3.34,3.4,3.3
2019-01-01 17:50:00,3.44,3.5,3.4
2019-01-01 17:55:00,3.38,3.5,3.3
2019-01-01 18:00:00,3.26,3.3,3.2
2019-01-01 18:05:00,3.2,3.2,3.2
2019-01-01 18:10:00,3.24,3.3,3.2
2019-01-01 18:15:00,3.3,3.3,3.3
2019-01-01 18:20:00,3.3,3.3,3.3
2019-01-01 18:25:00,3.34,3.4,3.3
2019-01-01 18:30:00,3.38,3.4,3.3
2019-01-01 18:35:00,3.3,3.3,3.3
2019-01-01 18:40:00,3.26,3.3,3.2
2019-01-01 18:45:00,3.26,3.3,3.2
2019-01-01 18:50:00,3.22,3.3,3.2
2019-01-01 18:55:00,3.26,3.3,3.2
2019-01-01 19:00:00,3.26,3.3,3.2
2019-01-01 19:05:00,3.2,3.2,3.2
2019-01-01 19:10:00,3.18,3.2,3.1
2019-01-01 19:15:00,3.18,3.3,3.1
2019-01-01 19:20:00,3.08,3.1,3
2019-01-01 19:25:00,3.12,3.2,3.1
2019-01-01 19:30:00,3.1,3.1,3.1
2019-01-01 19:35:00,3.02,3.1,3
2019-01-01 19:40:00,3.04,3.1,3
2019-01-01 19:45:00,3.14,3.2,3.1
2019-01-01 19:50:00,3.14,3.2,3.1
2019-01-01 19:55:00,3.12,3.2,3.1
2019-01-01 20:00:00,3.2,3.2,3.2
2019-01-01 20:05:00,3.12,3.2,3.1
2019-01-01 20:10:00,3.1,3.1,3.1
2019-01-01 20:15:00,3.16,3.2,3.1
2019-01-01 20:20:00,3.14,3.2,3.1
2019-01-01 20:25:00,3.18,3.2,3.1
2019-01-01 20:30:00,3.1,3.1,3.1
2019-01-01 20:35:00,3.16,3.2,3.1
2019-01-01 20:40:00,3.1,3.1,3.1
2019-01-01 20:45:00,3.12,3.2,3.1
2019-01-01 20:50:00,3.1,3.1,3.1
2019-01-01 20:55:00,3.02,3.1,3
2019-01-01 21:00:00,3.06,3.1,3
2019-01-01 21:05:00,3.04,3.1,3
2019-01-01 21:10:00,3,3,3
2019-01-01 21:15:00,3,3,3
2019-01-01 21:20:00,2.92,3,2.9
2019-01-01 21:25:00,2.82,2.9,2.8
2019-01-01 21:30:00,2.78,2.8,2.7
2019-01-01 21:35:00,2.82,2.9,2.8
2019-01-01 21:40:00,2.82,2.9,2.8
2019-01-01 21:45:00,2.8,2.8,2.8
2019-01-01 21:50:00,2.8,2.8,2.8
2019-01-01 21:55:00,2.8,2.8,2.8
2019-01-01 22:00:00,2.8,2.8,2.8
2019-01-01 22:05:00,2.8,2.8,2.8
2019-01-01 22:10:00,2.78,2.8,2.7
2019-01-01 22:15:00,2.76,2.8,2.7
2019-01-01 22:20:00,2.72,2.8,2.7
2019-01-01 22:25:00,2.7,2.7,2.7
2019-01-01 22:30:00,2.7,2.7,2.7
2019-01-01 22:35:00,2.7,2.7,2.7
2019-01-01 22:40:00,2.7,2.7,2.7
2019-01-01 22:45:00,2.7,2.7,2.7
2019-01-01 22:50:00,2.7,2.7,2.7
2019-01-01 22:55:00,2.68,2.7,2.6
2019-01-01 23:00:00,2.66,2.7,2.6
2019-01-01 23:05:00,2.68,2.7,2.6
2019-01-01 23:10:00,2.6,2.6,2.6
2019-01-01 23:15:00,2.6,2.6,2.6
2019-01-01 23:20:00,2.6,2.6,2.6
2019-01-01 23:25:00,2.6,2.6,2.6
2019-01-01 23:30:00,2.6,2.6,2.6
2019-01-01 23:35:00,2.6,2.6,2.6
2019-01-01 23:40:00,2.6,2.6,2.6
2019-01-01 23:45:00,2.5,2.5,2.5
2019-01-01 23:50:00,2.54,2.6,2.5
2019-01-01 23:55:00,2.54,2.6,2.5
2019-01-02 0:00:00,2.5,2.5,2.5
2019-01-02 0:05:00,2.5,2.5,2.5
2019-01-02 0:10:00,2.4,2.4,2.4
2019-01-02 0:15:00,2.4,2.4,2.4
2019-01-02 0:20:00,2.48,2.5,2.4
2019-01-02 0:25:00,2.44,2.5,2.4
2019-01-02 0:30:00,2.44,2.5,2.4
2019-01-02 0:35:00,2.4,2.4,2.4
2019-01-02 0:40:00,2.5,2.5,2.5
2019-01-02 0:45:00,2.4,2.4,2.4
2019-01-02 0:50:00,2.36,2.4,2.3
2019-01-02 0:55:00,2.44,2.5,2.4
2019-01-02 1:00:00,2.52,2.6,2.5
2019-01-02 1:05:00,2.5,2.5,2.5
2019-01-02 1:10:00,2.5,2.5,2.5
2019-01-02 1:15:00,2.46,2.5,2.4
2019-01-02 1:20:00,2.5,2.5,2.5
2019-01-02 1:25:00,2.54,2.6,2.5
2019-01-02 1:30:00,2.6,2.6,2.6
2019-01-02 1:35:00,2.6,2.6,2.6
2019-01-02 1:40:00,2.6,2.6,2.6
2019-01-02 1:45:00,2.5,2.6,2.4
2019-01-02 1:50:00,2.56,2.6,2.5
2019-01-02 1:55:00,2.52,2.6,2.5
2019-01-02 2:00:00,2.5,2.5,2.5
2019-01-02 2:05:00,2.44,2.5,2.4
2019-01-02 2:10:00,2.46,2.5,2.4
2019-01-02 2:15:00,2.54,2.6,2.5
2019-01-02 2:20:00,2.62,2.7,2.5
2019-01-02 2:25:00,2.6,2.6,2.6
2019-01-02 2:30:00,2.6,2.6,2.6
2019-01-02 2:35:00,2.64,2.7,2.6
2019-01-02 2:40:00,2.72,2.8,2.7
2019-01-02 2:45:00,2.88,2.9,2.8
2019-01-02 2:50:00,2.9,2.9,2.9
2019-01-02 2:55:00,2.98,3.1,2.9
2019-01-02 3:00:00,3.14,3.2,3.1
2019-01-02 3:05:00,3.16,3.2,3.1
2019-01-02 3:10:00,3.22,3.3,3.2
2019-01-02 3:15:00,3.08,3.2,3
2019-01-02 3:20:00,3,3,3
2019-01-02 3:25:00,3.1,3.2,3
2019-01-02 3:30:00,3,3.1,2.9
2019-01-02 3:35:00,2.86,2.9,2.8
2019-01-02 3:40:00,2.96,3,2.9
2019-01-02 3:45:00,3,3,3
2019-01-02 3:50:00,3,3.1,2.9
2019-01-02 3:55:00,2.94,3,2.9
2019-01-02 4:00:00,2.94,3,2.9
2019-01-02 4:05:00,2.92,3,2.9
2019-01-02 4:10:00,2.88,2.9,2.8
2019-01-02 4:15:00,2.88,2.9,2.8
2019-01-02 4:20:00,2.74,2.8,2.7
2019-01-02 4:25:00,2.7,2.8,2.6
2019-01-02 4:30:00,2.74,2.8,2.7
2019-01-02 4:35:00,2.72,2.8,2.7
2019-01-02 4:40:00,2.82,2.9,2.7
2019-01-02 4:45:00,2.8,2.8,2.8
2019-01-02 4:50:00,2.76,2.8,2.7
2019-01-02 4:55:00,2.74,2.8,2.6
2019-01-02 5:00:00,2.68,2.7,2.6
2019-01-02 5:05:00,2.56,2.6,2.5
2019-01-02 5:10:00,2.44,2.5,2.4
2019-01-02 5:15:00,2.48,2.6,2.4
2019-01-02 5:20:00,2.78,2.9,2.7
2019-01-02 5:25:00,2.9,2.9,2.9
2019-01-02 5:30:00,2.8,2.8,2.8
2019-01-02 5:35:00,2.78,2.8,2.7
2019-01-02 5:40:00,2.76,2.8,2.7
2019-01-02 5:45:00,2.84,2.9,2.8
2019-01-02 5:50:00,2.84,2.9,2.8
2019-01-02 5:55:00,2.82,2.9,2.8
2019-01-02 6:00:00,2.72,2.8,2.6
2019-01-02 6:05:00,2.7,2.7,2.7
2019-01-02 6:10:00,2.7,2.7,2.7
2019-01-02 6:15:00,2.74,2.8,2.7
2019-01-02 6:20:00,2.8,2.8,2.8
2019-01-02 6:25:00,2.72,2.8,2.7
2019-01-02 6:30:00,2.7,2.7,2.7
2019-01-02 6:35:00,2.56,2.6,2.5
2019-01-02 6:40:00,2.5,2.6,2.4
2019-01-02 6:45:00,2.66,2.7,2.6
2019-01-02 6:50:00,2.66,2.7,2.6
2019-01-02 6:55:00,2.68,2.7,2.6
2019-01-02 7:00:00,2.64,2.7,2.6
2019-01-02 7:05:00,2.64,2.7,2.6
2019-01-02 7:10:00,2.66,2.7,2.6
2019-01-02 7:15:00,2.64,2.7,2.6
2019-01-02 7:20:00,2.78,2.8,2.7
2019-01-02 7:25:00,2.62,2.7,2.6
2019-01-02 7:30:00,2.58,2.6,2.5
2019-01-02 7:35:00,2.3,2.4,2.2
2019-01-02 7:40:00,2.1,2.1,2.1
2019-01-02 7:45:00,2.04,2.1,2
2019-01-02 7:50:00,1.94,2,1.9
2019-01-02 7:55:00,1.96,2,1.9
2019-01-02 8:00:00,2,2.1,1.9
2019-01-02 8:05:00,2.12,2.2,2.1
2019-01-02 8:10:00,2.42,2.5,2.3
2019-01-02 8:15:00,2.54,2.6,2.5
2019-01-02 8:20:00,2.58,2.6,2.5
2019-01-02 8:25:00,2.66,2.7,2.6
2019-01-02 8:30:00,2.58,2.6,2.5
2019-01-02 8:35:00,2.68,2.8,2.6
2019-01-02 8:40:00,2.86,2.9,2.8
2019-01-02 8:45:00,2.96,3,2.9
2019-01-02 8:50:00,2.9,3,2.8
2019-01-02 8:55:00,2.96,3,2.9
2019-01-02 9:00:00,3.2,3.3,3.1
2019-01-02 9:05:00,3.34,3.4,3.2
2019-01-02 9:10:00,3.3,3.4,3.2
2019-01-02 9:15:00,3.48,3.5,3.4
2019-01-02 9:20:00,3.18,3.3,3.1
2019-01-02 9:25:00,3.44,3.5,3.3
2019-01-02 9:30:00,3.62,3.8,3.5
2019-01-02 9:35:00,3.62,3.7,3.6
2019-01-02 9:40:00,3.82,4.1,3.7
2019-01-02 9:45:00,3.94,4.1,3.8
2019-01-02 9:50:00,4.02,4.1,4
2019-01-02 9:55:00,4,4.2,3.9
2019-01-02 10:00:00,4.16,4.3,4
2019-01-02 10:05:00,4.38,4.6,4.2
2019-01-02 10:10:00,4.32,4.4,4.1
2019-01-02 10:15:00,4.52,4.6,4.4
2019-01-02 10:20:00,4.76,4.9,4.7
2019-01-02 10:25:00,4.62,4.8,4.5
2019-01-02 10:30:00,4.8,4.9,4.7
2019-01-02 10:35:00,4.82,4.9,4.8
2019-01-02 10:40:00,4.88,5,4.8
2019-01-02 10:45:00,4.88,5,4.8
2019-01-02 10:50:00,4.6,4.7,4.5
2019-01-02 10:55:00,4.58,4.7,4.5
2019-01-02 11:00:00,4.54,4.7,4.4
2019-01-02 11:05:00,4.82,5.1,4.6
2019-01-02 11:10:00,5.14,5.2,5.1
2019-01-02 11:15:00,5.04,5.1,5
2019-01-02 11:20:00,5,5.1,4.9
2019-01-02 11:25:00,4.98,5,4.9
2019-01-02 11:30:00,4.94,5.1,4.8
2019-01-02 11:35:00,5.02,5.3,4.7
2019-01-02 11:40:00,4.78,5,4.6
2019-01-02 11:45:00,4.94,5,4.8
2019-01-02 11:50:00,5.16,5.3,5.1
2019-01-02 11:55:00,5.6,5.8,5.3
2019-01-02 12:00:00,5.56,5.8,5.3
2019-01-02 12:05:00,5.54,5.6,5.5
2019-01-02 12:10:00,5.6,5.9,5.3
2019-01-02 12:15:00,5.94,6.2,5.6
2019-01-02 12:20:00,5.48,5.9,5.3
2019-01-02 12:25:00,5.88,6.2,5.6
2019-01-02 12:30:00,5.6,5.8,5.5
2019-01-02 12:35:00,5.76,6,5.6
2019-01-02 12:40:00,6.06,6.3,5.8
2019-01-02 12:45:00,5.96,6.1,5.8
2019-01-02 12:50:00,5.72,5.8,5.6
2019-01-02 12:55:00,5.88,6.1,5.7
2019-01-02 13:00:00,5.8,5.9,5.6
2019-01-02 13:05:00,6.28,6.7,5.7
2019-01-02 13:10:00,6.28,6.4,6.2
2019-01-02 13:15:00,6.06,6.1,5.9
2019-01-02 13:20:00,6.42,6.6,6.3
2019-01-02 13:25:00,6.8,7.3,6.3
2019-01-02 13:30:00,7.18,7.3,7
2019-01-02 13:35:00,6.58,6.8,6.4
2019-01-02 13:40:00,6.3,6.4,6.2
2019-01-02 13:45:00,6.12,6.2,6
2019-01-02 13:50:00,6.34,6.5,6.1
2019-01-02 13:55:00,6.06,6.2,5.9
2019-01-02 14:00:00,6.16,6.2,6.1
2019-01-02 14:05:00,5.96,6.1,5.9
2019-01-02 14:10:00,5.7,5.9,5.5
2019-01-02 14:15:00,5.2,5.4,5
2019-01-02 14:20:00,5.06,5.2,5
2019-01-02 14:25:00,5.04,5.1,5
2019-01-02 14:30:00,4.9,5.1,4.7
2019-01-02 14:35:00,4.68,4.7,4.6
2019-01-02 14:40:00,4.54,4.6,4.5
2019-01-02 14:45:00,4.66,4.7,4.6
2019-01-02 14:50:00,4.6,4.7,4.5
2019-01-02 14:55:00,4.5,4.5,4.5
2019-01-02 15:00:00,4.52,4.6,4.5
2019-01-02 15:05:00,4.52,4.6,4.5
2019-01-02 15:10:00,4.56,4.6,4.5
2019-01-02 15:15:00,4.48,4.5,4.4
2019-01-02 15:20:00,4.46,4.5,4.4
2019-01-02 15:25:00,4.16,4.3,4.1
2019-01-02 15:30:00,4.18,4.3,4.1
2019-01-02 15:35:00,4.36,4.4,4.3
2019-01-02 15:40:00,4.48,4.5,4.4
2019-01-02 15:45:00,4.3,4.4,4.2
2019-01-02 15:50:00,4.3,4.3,4.3
2019-01-02 15:55:00,4.24,4.3,4.2
2019-01-02 16:00:00,4.2,4.3,4.1
2019-01-02 16:05:00,4.18,4.2,4.1
2019-01-02 16:10:00,4.3,4.4,4.2
2019-01-02 16:15:00,4.38,4.4,4.3
2019-01-02 16:20:00,4.34,4.4,4.3
2019-01-02 16:25:00,4.3,4.3,4.3
2019-01-02 16:30:00,4.26,4.3,4.2
2019-01-02 16:35:00,4.18,4.2,4.1
2019-01-02 16:40:00,4.14,4.2,4.1
2019-01-02 16:45:00,4.22,4.3,4.2
2019-01-02 16:50:00,4.18,4.2,4.1
2019-01-02 16:55:00,4.14,4.2,4.1
2019-01-02 17:00:00,4.2,4.2,4.2
2019-01-02 17:05:00,4.22,4.3,4.2
2019-01-02 17:10:00,4.22,4.3,4.1
2019-01-02 17:15:00,4.16,4.2,4.1
2019-01-02 17:20:00,4.28,4.3,4.2
2019-01-02 17:25:00,4.2,4.3,4.1
2019-01-02 17:30:00,4.04,4.1,4
2019-01-02 17:35:00,3.94,4,3.9
2019-01-02 17:40:00,3.94,4,3.9
2019-01-02 17:45:00,3.94,4,3.9
2019-01-02 17:50:00,3.92,4,3.9
2019-01-02 17:55:00,3.98,4,3.9
2019-01-02 18:00:00,3.88,3.9,3.8
2019-01-02 18:05:00,3.84,3.9,3.8
2019-01-02 18:10:00,3.82,3.9,3.8
2019-01-02 18:15:00,3.82,3.9,3.8
2019-01-02 18:20:00,3.8,3.8,3.8
2019-01-02 18:25:00,3.9,4,3.8
2019-01-02 18:30:00,3.84,3.9,3.8
2019-01-02 18:35:00,3.86,3.9,3.8
2019-01-02 18:40:00,3.9,3.9,3.9
2019-01-02 18:45:00,3.8,3.8,3.8
2019-01-02 18:50:00,3.74,3.8,3.7
2019-01-02 18:55:00,3.84,3.9,3.8
2019-01-02 19:00:00,3.9,3.9,3.9
2019-01-02 19:05:00,3.88,3.9,3.8
2019-01-02 19:10:00,3.86,3.9,3.8
2019-01-02 19:15:00,3.74,3.8,3.7
2019-01-02 19:20:00,3.78,3.8,3.7
2019-01-02 19:25:00,3.82,3.9,3.8
2019-01-02 19:30:00,4.02,4.1,4
2019-01-02 19:35:00,3.9,4,3.8
2019-01-02 19:40:00,3.82,3.9,3.8
2019-01-02 19:45:00,3.72,3.8,3.7
2019-01-02 19:50:00,3.74,3.8,3.7
2019-01-02 19:55:00,3.64,3.7,3.6
2019-01-02 20:00:00,3.58,3.6,3.5
2019-01-02 20:05:00,3.48,3.5,3.4
2019-01-02 20:10:00,3.4,3.4,3.4
2019-01-02 20:15:00,3.4,3.4,3.4
2019-01-02 20:20:00,3.4,3.4,3.4
2019-01-02 20:25:00,3.36,3.4,3.3
2019-01-02 20:30:00,3.4,3.4,3.4
2019-01-02 20:35:00,3.34,3.4,3.3
2019-01-02 20:40:00,3.28,3.3,3.2
2019-01-02 20:45:00,3.3,3.3,3.3
2019-01-02 20:50:00,3.26,3.3,3.2
2019-01-02 20:55:00,3.2,3.2,3.2
2019-01-02 21:00:00,3.14,3.2,3.1
2019-01-02 21:05:00,3.14,3.2,3.1
2019-01-02 21:10:00,3.02,3.1,3
2019-01-02 21:15:00,3,3,3
2019-01-02 21:20:00,3,3,3
2019-01-02 21:25:00,3.02,3.1,3
2019-01-02 21:30:00,2.96,3,2.9
2019-01-02 21:35:00,2.9,2.9,2.9
2019-01-02 21:40:00,2.9,2.9,2.9
2019-01-02 21:45:00,2.94,3,2.9
2019-01-02 21:50:00,2.9,2.9,2.9
2019-01-02 21:55:00,2.98,3,2.9
2019-01-02 22:00:00,2.9,2.9,2.9
2019-01-02 22:05:00,3,3,3
2019-01-02 22:10:00,2.98,3,2.9
2019-01-02 22:15:00,2.92,3,2.9
2019-01-02 22:20:00,2.96,3,2.9
2019-01-02 22:25:00,2.94,3,2.9
2019-01-02 22:30:00,2.86,2.9,2.8
2019-01-02 22:35:00,2.88,2.9,2.8
2019-01-02 22:40:00,2.98,3,2.9
2019-01-02 22:45:00,2.94,3,2.9
2019-01-02 22:50:00,2.96,3,2.9
2019-01-02 22:55:00,2.9,2.9,2.9
2019-01-02 23:00:00,2.9,2.9,2.9
2019-01-02 23:05:00,2.9,2.9,2.9
2019-01-02 23:10:00,2.9,2.9,2.9
2019-01-02 23:15:00,2.9,2.9,2.9
